procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0      0 147312624  57532 5465472    0    0     0    44 12974 14818  2  0 97  0  0
11  0      0 147312944  57532 5465472    0    0     0     0 12963 14782  2  0 98  0  0
 9  0      0 147312256  57532 5465480    0    0     0     0 12821 15165  2  0 98  0  0
 8  0      0 147312256  57532 5465480    0    0     0    16 12852 15460  2  0 98  0  0
11  0      0 147312224  57532 5465480    0    0     0     0 12885 15873  2  0 98  0  0
 9  0      0 147312224  57532 5465480    0    0     0     0 12960 15828  2  0 98  0  0
12  0      0 147312640  57532 5465480    0    0     0     0 14627 16031  2  0 97  0  0
12  0      0 147308832  57532 5468380    0    0     0     0 14200 17594  2  0 97  0  0
11  0      0 147308688  57540 5468468    0    0     0    60 13079 15561  2  0 98  0  0
12  0      0 147304288  57540 5468468    0    0     0     0 13023 15244  2  0 97  0  0
11  0      0 147304288  57540 5468468    0    0     0     0 12839 15265  2  0 98  0  0
13  0      0 147304288  57540 5468476    0    0     0     0 12985 15376  2  0 98  0  0
12  0      0 147304608  57540 5468476    0    0     0     0 13177 15815  2  0 97  0  0
12  0      0 147302560  57540 5468476    0    0     0    48 13194 15123  2  0 98  0  0
13  0      0 147302560  57540 5468476    0    0     0     0 13131 15664  2  0 97  0  0
11  0      0 147303008  57540 5468476    0    0     0     0 13959 15839  3  0 97  0  0
 9  0      0 147297968  57548 5468468    0    0     0    44 14408 15241  2  0 97  0  0
11  0      0 147276848  57548 5468472    0    0     0     0 13129 14596  2  0 98  0  0
 9  0      0 147275744  57548 5468580    0    0     0     0 12801 13996  2  0 98  0  0
11  0      0 147273632  57548 5468580    0    0     0     0 12869 14096  2  0 98  0  0
10  0      0 147273760  57548 5468580    0    0     0     0 12884 14402  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0      0 147273744  57548 5468580    0    0     0     0 12863 14280  2  0 98  0  0
10  0      0 147273744  57556 5468572    0    0     0    12 12905 14322  2  0 98  0  0
45  0      0 147248864  57556 5468584    0    0     0    36 14068 13709  2  0 97  0  0
28  0      0 147237024  57556 5468728    0    0     0     0 14149 15505  2  0 97  0  0
569  0      0 147216160  57556 5468728    0    0     0     0 13887 14754  2  0 97  0  0
21  0      0 147195488  57560 5468756    0    0     0    52 14272 13502  2  0 97  0  0
10  0      0 147174816  57560 5469008    0    0     0     0 14114 15150  2  0 97  0  0
13  0      0 147156128  57560 5469008    0    0     0     0 13371 15124  2  0 98  0  0
63  0      0 147132848  57560 5469008    0    0     0     0 13008 13385  2  0 97  0  0
14  0      0 147108384  57560 5469008    0    0     0     0 12772 12276  2  0 98  0  0
23  0      0 147097632  57560 5469104    0    0     0     0 13710 14487  2  0 97  0  0
12  0      0 147089872  57568 5469180    0    0     0    72 14310 13497  2  0 97  0  0
59  0      0 147070576  57568 5469244    0    0     0     0 13854 14924  2  0 97  0  0
35  0      0 147065696  57568 5469276    0    0     0     0 12528 12475  2  0 98  0  0
60  0      0 147049696  57568 5469388    0    0     0     0 15383 14274  2  1 97  0  0
36  0      0 147054080  57568 5469564    0    0     0     0 15369 14254  2  0 97  0  0
43  0      0 147052592  57568 5469684    0    0     0     0 14652 14887  2  0 97  0  0
34  0      0 147047248  57576 5469680    0    0     0    68 13283 14802  2  0 97  0  0
47  0      0 147039968  57576 5469708    0    0     0     0 15153 17773  2  0 97  0  0
21  0      0 147037264  57576 5469708    0    0     0     0 13057 14477  2  0 98  0  0
134  0      0 147033664  57576 5469708    0    0     0     0 13188 12974  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
72  0      0 147022080  57576 5469748    0    0     0     0 13799 15772  2  0 97  0  0
68  0      0 147023216  57580 5469744    0    0     0    36 12867 13876  2  0 97  0  0
153  0      0 147009920  57580 5469864    0    0     0     0 14709 17034  2  0 97  0  0
166  0      0 146997056  57580 5469864    0    0     0     0 12351 12242  2  0 97  0  0
157  0      0 146989600  57580 5469864    0    0     0     0 12078 12069  2  0 98  0  0
141  1      0 146982272  57580 5469864    0    0     0     0 12205 13801  2  0 97  0  0
41  0      0 146979200  57580 5469880    0    0     0    52 12282 15321  2  0 97  0  0
25  0      0 146972480  57580 5469928    0    0     0     0 13423 14865  2  0 97  0  0
27  0      0 146957952  57580 5469988    0    0     0     0 13642 14441  2  0 97  0  0
27  0      0 146938160  57580 5470080    0    0     0     0 13699 13921  2  0 97  0  0
22  0      0 146922496  57580 5470080    0    0     0     0 13825 14380  2  0 97  0  0
36  0      0 146919120  57580 5470080    0    0     0     0 13960 14949  2  0 97  0  0
31  0      0 146917344  57580 5470080    0    0     0     0 12134 11177  2  0 98  0  0
248  1      0 146911936  57588 5470244    0    0     0    44 13747 11813  2  0 97  0  0
21  1      0 146898672  57588 5470328    0    0     0     0 14342 13307  2  0 97  0  0
377  1      0 146895024  57588 5470328    0    0     0     0 14136 13857  2  0 97  0  0
148  1      0 146890496  57588 5470440    0    0     0    24 11604 9722  2  0 97  0  0
193  1      0 146879888  57588 5470100    0    0     0     0 14223 16793  2  0 97  0  0
103  1      0 146862752  57588 5470108    0    0     0     0 15193 17898  2  0 97  0  0
165  0      0 146852016  57592 5470124    0    0     0    52 13679 14915  2  0 97  0  0
240  0      0 146838784  57592 5470116    0    0     0     0 12704 13411  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
238  0      0 146827808  57592 5470120    0    0     0    20 11921 11852  2  0 97  0  0
186  0      0 146819168  57592 5470120    0    0     0     0 12006 13389  2  0 98  0  0
72  0      0 146813776  57592 5470128    0    0     0     0 12345 14851  2  0 97  0  0
36  0      0 146794288  57592 5470196    0    0     0     0 14513 16064  2  0 97  0  0
41  0      0 146782864  57600 5470248    0    0     0    40 15586 15041  2  0 97  0  0
32  0      0 146777488  57600 5470252    0    0     0     0 13821 14177  2  0 97  0  0
51  0      0 146771856  57600 5470252    0    0     0     0 13857 13844  2  0 97  0  0
70  0      0 146766960  57600 5470252    0    0     0     0 13665 14180  2  0 97  0  0
59  0      0 146755872  57600 5470272    0    0     0     0 13475 15033  2  0 98  0  0
65  0      0 146748192  57608 5470292    0    0     0    32 13315 15008  2  0 98  0  0
37  0      0 146745056  57612 5470288    0    0     0    44 12641 14907  2  0 97  0  0
112  0      0 146736512  57612 5470320    0    0     0     0 12440 12544  3  0 97  0  0
79  0      0 146729344  57612 5470340    0    0     0     0 14268 13323  2  0 97  0  0
53  0      0 146721648  57612 5470156    0    0     0     0 15667 17245  2  0 97  0  0
97  0      0 146713296  57612 5469780    0    0     0     0 13910 13990  2  0 97  0  0
86  0      0 146705008  57612 5469780    0    0     0     0 12850 13341  2  0 98  0  0
86  0      0 146696000  57612 5469780    0    0     0     0 13092 14108  2  0 97  0  0
104  0      0 146693536  57612 5469792    0    0     0     0 12884 14434  2  0 98  0  0
18  0      0 146688672  57620 5469784    0    0     0    44 13375 15721  2  0 97  0  0
15  0      0 146658272  57620 5469860    0    0     0     0 13411 14146  2  0 98  0  0
38  0      0 146641536  57620 5469860    0    0     0     4 14897 14296  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
18  0      0 146626016  57620 5470612    0    0     0     0 13294 13797  2  0 98  0  0
160  0      0 146604160  57620 5470612    0    0     0     0 13294 12972  2  0 97  0  0
30  0      0 146602976  57620 5470612    0    0     0     0 12212 11324  2  0 98  0  0
507  0      0 146595392  57620 5470612    0    0     0     0 11483 9613  2  0 97  0  0
91  0      0 146590272  57620 5470612    0    0     0    80 12001 11490  2  0 98  0  0
45  0      0 146580864  57620 5471356    0    0     0     0 13219 13384  2  0 97  0  0
69  0      0 146576736  57620 5471356    0    0     0     0 12896 13631  2  0 98  0  0
244  0      0 146572128  57620 5471356    0    0     0     0 11524 10759  2  0 97  0  0
65  0      0 146567440  57620 5471360    0    0     0     0 13534 14400  2  0 97  0  0
93  0      0 146549808  57628 5471500    0    0     0    40 15440 20776  2  0 97  0  0
172  0      0 146541568  57628 5471540    0    0     0     0 11713 12266  2  0 98  0  0
215  0      0 146529760  57628 5471540    0    0     0     0 11663 11131  2  0 97  0  0
190  0      0 146520672  57628 5471540    0    0     0     0 11625 12233  2  0 98  0  0
148  0      0 146505568  57628 5471560    0    0     0     0 13401 13809  2  0 97  0  0
137  0      0 146495712  57628 5471564    0    0     0     8 12428 14765  2  0 97  0  0
25  0      0 146488832  57628 5471572    0    0     0     0 12895 15517  2  0 97  0  0
54  0      0 146482848  57628 5471572    0    0     0     0 13307 14447  2  0 98  0  0
54  0      0 146468592  57628 5471572    0    0     0     0 13512 13676  2  0 97  0  0
56  0      0 146456256  57636 5471564    0    0     0    24 13391 13472  2  0 97  0  0
82  0      0 146448816  57636 5471584    0    0     0    24 14126 15859  2  0 97  0  0
85  0      0 146444384  57636 5471584    0    0     0     0 13440 13620  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
41  0      0 146437680  57636 5471584    0    0     0     0 12874 14389  2  0 97  0  0
 9  0      0 146430944  57636 5471588    0    0     0     0 14077 15813  3  0 97  0  0
11  0      0 146409824  57636 5471592    0    0     0     0 13381 14182  2  0 98  0  0
11  0      0 146395200  57636 5471596    0    0     0     0 13222 14245  2  0 97  0  0
12  0      0 146388608  57636 5471596    0    0     0     0 13390 14188  2  0 98  0  0
14  0      0 146386016  57636 5471808    0    0     0     0 13536 12752  2  0 97  0  0
22  0      0 146383296  57640 5471812    0    0     0    52 20264 21396  3  1 96  0  0
27  0      0 146376672  57640 5471864    0    0     0     0 16029 16998  2  0 97  0  0
13  0      0 146373408  57640 5471876    0    0     0     0 13781 13633  2  0 98  0  0
34  0      0 146371248  57640 5471876    0    0     0     0 13384 13167  2  0 98  0  0
22  0      0 146367008  57640 5471876    0    0     0     0 13789 13404  2  0 97  0  0
19  0      0 146366368  57640 5472008    0    0     0     0 13569 13966  2  0 97  0  0
23  1      0 146362384  57640 5472016    0    0     0     0 14375 14872  2  0 97  0  0
 9  0      0 146360896  57640 5472056    0    0     0    20 13726 14361  2  0 97  0  0
19  0      0 146353344  57640 5472064    0    0     0     0 13909 14308  2  0 97  0  0
33  0      0 146351488  57640 5472052    0    0     0     0 13463 13762  2  0 98  0  0
37  0      0 146345184  57640 5472060    0    0     0     0 14938 15259  2  0 97  0  0
11  0      0 146343520  57640 5472080    0    0     0    44 13832 14019  2  0 98  0  0
11  0      0 146343392  57640 5472080    0    0     0    16 13057 14748  2  0 97  0  0
13  0      0 146343424  57640 5472052    0    0     0     0 13039 15180  2  0 98  0  0
39  0      0 146341088  57640 5472128    0    0     0     0 14520 13050  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
37  0      0 146329264  57648 5472152    0    0     0    68 16083 14750  2  0 97  0  0
40  0      0 146335152  57648 5472144    0    0     0     0 14876 15199  2  0 97  0  0
22  0      0 146335584  57648 5472028    0    0     0     0 13390 14836  2  0 98  0  0
190  0      0 146332352  57648 5472088    0    0     0     0 13728 14049  2  0 97  0  0
13  0      0 146332416  57648 5472168    0    0     0     0 13411 13376  2  0 98  0  0
12  0      0 146332512  57656 5472160    0    0     0    40 13737 14130  2  0 97  0  0
61  0      0 146332512  57664 5472152    0    0     0    32 12993 12243  2  0 98  0  0
22  0      0 146329600  57664 5472288    0    0     0    16 14516 13776  2  0 97  0  0
51  0      0 146328160  57664 5472324    0    0     0     0 14927 13342  3  1 97  0  0
123  0      0 146325104  57664 5472484    0    0     0     0 13757 11783  2  0 97  0  0
29  0      0 146324048  57664 5472516    0    0     0     0 12537 11417  2  0 98  0  0
24  0      0 146319872  57664 5472448    0    0     0     0 15024 14559  2  0 97  0  0
21  0      0 146319120  57668 5472520    0    0     0    64 13836 14356  2  0 97  0  0
15  0      0 146315856  57668 5472536    0    0     0     0 13579 13869  2  0 98  0  0
78  0      0 146312256  57668 5472536    0    0     0     0 13405 12220  2  0 97  0  0
334  0      0 146309808  57668 5472536    0    0     0     0 14558 13374  2  0 97  0  0
240  0      0 146307344  57668 5472536    0    0     0     0 9510 9625  2  0 97  0  0
46  0      0 146301248  57672 5472532    0    0     0    28 16863 18424  2  0 97  0  0
96  0      0 146292640  57672 5472524    0    0     0     0 13415 13562  2  0 98  0  0
90  0      0 146287088  57672 5472524    0    0     0     0 12517 12650  2  0 97  0  0
69  0      0 146283376  57672 5472492    0    0     0     0 12700 13326  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
121  0      0 146281264  57672 5472492    0    0     0     0 12615 14094  2  0 98  0  0
60  0      0 146279712  57680 5472484    0    0     0    40 13044 14979  2  0 97  0  0
 8  0      0 146277152  57680 5472624    0    0     0     0 13975 14102  2  0 97  0  0
16  0      0 146276288  57680 5472664    0    0     0     0 13353 12849  2  0 98  0  0
15  0      0 146275648  57680 5472664    0    0     0     0 13451 13167  2  0 97  0  0
11  1      0 146274912  57680 5472664    0    0     0     0 14313 13254  2  0 97  0  0
118  0      0 146274912  57680 5472664    0    0     0    36 13919 12838  2  0 97  0  0
18  0      0 146274912  57680 5472664    0    0     0     0 13212 12951  2  0 97  0  0
48  0      0 146273792  57680 5473416    0    0     0     0 12831 12153  2  0 97  0  0
31  0      0 146271392  57680 5473064    0    0     0     0 14638 13926  2  0 97  0  0
19  0      0 146272896  57688 5473072    0    0     0    44 14540 13150  2  0 97  0  0
13  0      0 146268736  57688 5473076    0    0     0    36 13754 12901  2  0 97  0  0
10  0      0 146262576  57688 5473076    0    0     0     0 13582 12940  2  0 98  0  0
20  0      0 146253888  57688 5473076    0    0     0     0 13540 13162  2  0 98  0  0
55  0      0 146249360  57688 5473076    0    0     0     0 14093 13029  2  0 97  0  0
38  0      0 146244608  57688 5473076    0    0     0     0 13517 12757  2  0 97  0  0
19  0      0 146241968  57696 5473068    0    0     0    64 13222 12734  2  0 98  0  0
23  0      0 146239232  57696 5473068    0    0     0     0 14153 12630  3  0 97  0  0
35  0      0 146237120  57696 5473068    0    0     0     0 13156 12446  2  0 97  0  0
18  0      0 146234400  57696 5473392    0    0     0     0 14653 13337  3  0 97  0  0
13  0      0 146231456  57696 5473412    0    0     0     0 13396 12511  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
60  0      0 146229856  57696 5473416    0    0     0     0 13241 12043  2  0 98  0  0
18  0      0 146218928  57696 5473424    0    0     0     0 13726 12827  2  0 97  0  0
69  0      0 146210544  57696 5473424    0    0     0     0 14305 12824  2  0 97  0  0
 9  0      0 146204192  57704 5473416    0    0     0    48 13952 12953  2  0 97  0  0
 4  0      0 146199552  57704 5473416    0    0     0     0 13419 13069  2  0 98  0  0
32  0      0 146197376  57704 5473416    0    0     0     0 12933 12104  2  0 97  0  0
55  0      0 146189136  57704 5474184    0    0     0     0 13520 12890  2  0 98  0  0
59  0      0 146186432  57704 5474208    0    0     0     0 13399 12955  2  0 97  0  0
29  0      0 146183696  57704 5474216    0    0     0     0 13665 13280  2  0 97  0  0
27  0      0 146177280  57704 5474216    0    0     0     0 14322 12733  2  0 97  0  0
119  0      0 146175232  57704 5474216    0    0     0     0 13483 12220  2  0 97  0  0
61  0      0 146166048  57704 5474304    0    0     0     0 14147 12736  2  0 98  0  0
19  0      0 146163936  57704 5474328    0    0     0     0 13507 12421  2  0 97  0  0
12  0      0 146153744  57704 5474436    0    0     0     0 15082 12933  2  0 97  0  0
61  0      0 146153632  57712 5474428    0    0     0    44 13273 12383  2  0 98  0  0
90  0      0 146151632  57712 5474428    0    0     0     0 13088 12047  2  0 97  0  0
23  0      0 146149792  57712 5475020    0    0     0     0 13054 12621  2  0 97  0  0
31  0      0 146149648  57712 5475032    0    0     0     0 12426 11509  2  0 98  0  0
 9  0      0 146148096  57712 5474912    0    0     0     0 15622 14108  2  0 97  0  0
15  1      0 146148256  57712 5474912    0    0     0     0 13527 12633  2  0 97  0  0
16  0      0 146146128  57712 5474960    0    0     0    32 13129 12231  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0      0 146139728  57712 5474960    0    0     0     0 13915 12913  2  0 97  0  0
79  0      0 146139248  57712 5474960    0    0     0     0 12661 11963  2  0 98  0  0
35  0      0 146136048  57720 5474952    0    0     0    40 13476 13746  2  0 97  0  0
46  0      0 146132432  57720 5474952    0    0     0     0 13623 13401  2  0 98  0  0
132  0      0 146128416  57720 5474952    0    0     0     0 13466 12917  2  0 98  0  0
25  0      0 146124768  57720 5474952    0    0     0     0 13888 13284  3  0 97  0  0
43  0      0 146104752  57720 5474952    0    0     0     0 13548 12828  2  0 97  0  0
12  0      0 146070624  57720 5474952    0    0     0     0 14603 14229  2  0 97  0  0
70  0      0 146059456  57720 5474952    0    0     0     0 14730 13057  2  0 97  0  0
73  0      0 146041984  57720 5475120    0    0     0    24 13235 12818  2  0 97  0  0
13  0      0 146037440  57720 5475128    0    0     0     0 13041 12600  2  0 98  0  0
10  0      0 146032928  57720 5475132    0    0     0     0 13679 13902  2  0 97  0  0
 8  0      0 146028496  57728 5475128    0    0     0    48 13522 13871  2  0 98  0  0
34  0      0 146026448  57728 5475128    0    0     0     0 13114 13222  2  0 97  0  0
14  0      0 146024800  57728 5475128    0    0     0     0 14595 13247  2  0 97  0  0
10  0      0 146020560  57728 5475128    0    0     0     0 13726 13069  2  0 97  0  0
15  0      0 146020560  57728 5475128    0    0     0     0 13487 13354  2  0 98  0  0
92  0      0 146019856  57728 5475800    0    0     0     0 12965 13398  2  0 98  0  0
 9  0      0 146015472  57728 5475984    0    0     0     0 13502 13590  2  0 98  0  0
12  0      0 146011232  57732 5476016    0    0     0    40 13872 13085  2  0 98  0  0
12  0      0 146006528  57732 5476016    0    0     0     0 13675 13177  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
38  0      0 146006528  57732 5476016    0    0     0     0 13367 12796  2  0 98  0  0
19  0      0 146006576  57732 5476016    0    0     0     0 13364 13151  2  0 98  0  0
136  0      0 146005136  57732 5476016    0    0     0     0 13311 12217  2  0 97  0  0
32  0      0 146005136  57732 5476016    0    0     0    12 14651 12542  2  0 97  0  0
103  0      0 146005136  57732 5476016    0    0     0     0 12052 11226  2  0 97  0  0
106  0      0 146004512  57732 5476016    0    0     0     0 12557 11725  2  0 97  0  0
75  0      0 146004000  57732 5476016    0    0     0     0 12829 11988  2  0 97  0  0
27  0      0 146003456  57732 5476336    0    0     0     0 14164 12862  2  0 97  0  0
65  0      0 146000992  57740 5476492    0    0     0    40 14084 13108  2  0 97  0  0
41  0      0 146000864  57740 5476524    0    0     0     0 13282 12807  2  0 97  0  0
33  0      0 146000864  57740 5476524    0    0     0     0 13791 12826  2  0 98  0  0
17  0      0 146000880  57740 5476516    0    0     0     0 13992 13233  2  0 97  0  0
83  1      0 146000880  57740 5476516    0    0     0     0 13715 12991  2  0 97  0  0
30  0      0 146000336  57740 5476516    0    0     0    40 13819 12741  2  0 97  0  0
23  0      0 146000432  57740 5476516    0    0     0     0 14261 13170  3  0 97  0  0
91  0      0 146000432  57740 5476516    0    0     0     0 13724 13509  2  0 98  0  0
33  0      0 145999920  57740 5476516    0    0     0     0 13038 12811  2  0 97  0  0
91  0      0 145999920  57740 5476516    0    0     0     0 13071 12302  2  0 98  0  0
21  0      0 145997024  57740 5476516    0    0     0     0 13344 12783  2  0 98  0  0
33  0      0 145997024  57740 5476516    0    0     0     0 13304 12921  2  0 97  0  0
13  0      0 145997024  57740 5476516    0    0     0     0 13704 13259  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
20  0      0 145998800  57740 5477368    0    0     0     0 22363 23100  3  1 96  0  0
82  0      0 145998288  57740 5477436    0    0     0     0 17088 18088  2  0 97  0  0
94  0      0 145998384  57740 5477436    0    0     0     0 13742 12102  2  0 97  0  0
24  0      0 145998384  57740 5477440    0    0     0     0 13717 12476  2  0 97  0  0
100  0      0 145998144  57740 5477440    0    0     0     0 13251 12131  2  0 98  0  0
 7  0      0 145998144  57748 5477432    0    0     0    16 14229 13515  2  0 98  0  0
23  0      0 145998976  57748 5477712    0    0     0     0 13917 13332  2  0 97  0  0
10  0      0 145996768  57748 5477788    0    0     0    16 13355 12204  2  0 97  0  0
13  0      0 145996704  57748 5477792    0    0     0     0 13649 12733  2  0 98  0  0
17  0      0 145996656  57748 5477860    0    0     0     0 14028 13300  2  0 98  0  0
120  0      0 145996960  57748 5477672    0    0     0     0 15513 14292  2  0 97  0  0
72  0      0 145996960  57756 5477664    0    0     0    60 13529 12138  2  0 97  0  0
204  0      0 145996960  57756 5477664    0    0     0     0 13278 12320  2  0 97  0  0
88  0      0 145996960  57756 5477664    0    0     0     0 12945 12137  2  0 97  0  0
14  0      0 145996960  57756 5477664    0    0     0     0 13309 12339  2  0 98  0  0
62  0      0 145995952  57756 5477720    0    0     0     0 14907 13389  2  0 97  0  0
35  0      0 145995840  57756 5477924    0    0     0     0 13863 12631  2  0 97  0  0
27  0      0 145991600  57756 5477928    0    0     0     0 13313 12805  2  0 97  0  0
