procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  87240 5751484  57424 1176212    4   30   358    83  356   59  7  3 90  0  0
 0  0  87240 5620796  58492 1247168    4    0 22224    96 10060 26262 13  5 82  0  0
 9  0  87240 5620544  58492 1247548    0    0     0     0 2712 3301  6  1 93  0  0
 0  0  87240 5622592  58492 1239292    0    0     0     0 2709 3386  6  1 94  0  0
 0  0  87240 5622088  58492 1239292    0    0     0     0 2700 3261  7  1 92  0  0
19  0  87240 5622088  58492 1239292    0    0     0     0 2681 3216  7  1 93  0  0
 1  0  87240 5599768  58584 1249732    0    0     0 19260 4006 5971 10  2 88  0  0
 2  0  87240 5589144  58584 1250412    0    0    32     0 4810 7311 13  2 86  0  0
 1  0  87240 5580212  58584 1250424    0    0     0   172 4559 7237 12  1 87  0  0
 0  0  87240 5573296  58584 1250504    0    0     0     0 4384 6480 11  1 88  0  0
 7  0  87240 5565092  58584 1250512    0    0     0     0 4261 6430 11  1 88  0  0
 1  0  87240 5557196  58596 1250560    0    0     0    72 4445 6892 10  1 89  0  0
 1  0  87240 5549048  58596 1250608    0    0     0     0 4662 7453 13  1 86  0  0
 0  0  87240 5539052  58596 1250620    0    0     0     0 4693 7288 12  2 87  0  0
 0  0  87240 5527376  58596 1250700    0    0     0     0 4873 7806 13  1 86  0  0
 0  0  87240 5513564  58596 1250564    0    0     0     0 4458 6739 11  1 88  0  0
 0  0  87240 5509308  58604 1250724    0    0     0    72 4186 6070 10  1 89  0  0
 0  0  87240 5507544  58620 1251264    0    0     0    92 4824 7465 11  1 88  0  0
 1  0  87240 5506536  58620 1250768    0    0     0     0 4554 6994 10  1 89  0  0
 1  0  87240 5506284  58620 1250616    0    0     0     0 4452 6662  9  1 90  0  0
 1  0  87240 5504800  58620 1250792    0    0     0     8 4189 6195  9  1 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0  87240 5504044  58620 1250832    0    0     0    32 4273 6296  9  1 90  0  0
 0  0  87240 5499444  58628 1250876    0    0     0    44 4609 7024  9  1 90  0  0
 6  0  87240 5499444  58628 1250892    0    0     0     4 4370 6463  9  1 90  0  0
 0  0  87240 5498436  58628 1250752    0    0     0     0 4573 7071  9  1 90  0  0
 0  0  87240 5497680  58628 1250924    0    0     0     0 4213 6189  9  1 91  0  0
 0  0  87240 5497176  58628 1250948    0    0     0     0 4087 5833  9  1 90  0  0
 0  0  87240 5496424  58636 1250928    0    0     0    20 4618 7250  9  2 89  0  0
 2  0  87240 5495416  58636 1250952    0    0     0    32 4500 7140 10  1 89  0  0
 0  0  87240 5494912  58636 1250956    0    0     0     0 4329 6522  9  1 90  0  0
 6  0  87240 5494408  58636 1251036    0    0     0     0 4204 6124 10  1 89  0  0
 0  0  87240 5493652  58636 1250824    0    0     0   220 4211 6361  8  1 91  0  0
 1  0  87240 5491900  58636 1251064    0    0     0     0 4509 6853 11  1 89  0  0
 0  0  87240 5491172  58644 1251096    0    0     0    52 4469 6733  9  1 90  0  0
 1  0  87240 5490672  58644 1251080    0    0     0     0 4488 7243 10  2 88  0  0
 0  0  87240 5489412  58644 1251004    0    0     0     0 4128 5984  9  1 90  0  0
 1  0  87240 5488908  58644 1251020    0    0     0   428 4114 5943  9  1 90  0  0
 0  0  87240 5487648  58644 1251044    0    0     0     0 4573 6897  9  1 90  0  0
 3  0  87240 5486640  58652 1251052    0    0     0    72 4400 6832 10  2 88  0  0
 0  0  87240 5486388  58652 1251132    0    0     0     0 4229 6186  9  1 90  0  0
 0  0  87240 5486136  58652 1251116    0    0     0     0 4132 6016  9  1 90  0  0
 1  0  87240 5485884  58652 1251124    0    0     0     0 4184 6099  8  1 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0  87240 5483364  58652 1251136    0    0     0     0 4558 6612 11  1 88  0  0
 1  0  87240 5482608  58660 1250992    0    0     0    16 4321 6409 10  1 89  0  0
 1  0  87240 5482608  58660 1251236    0    0     0     0 4599 7049 10  1 89  0  0
 9  0  87240 5482608  58660 1251248    0    0     0     0 4185 6407  9  1 90  0  0
 1  0  87240 5482356  58660 1251292    0    0     0     0 4058 5903  9  1 90  0  0
 2  0  87240 5481604  58660 1251312    0    0     0     0 4466 7005  9  2 90  0  0
 0  0  87240 5480848  58668 1251328    0    0     0    20 4441 6974  9  1 89  0  0
 0  0  87240 5480596  58668 1251340    0    0     0     0 4280 6257  9  1 90  0  0
 0  0  87240 5480092  58668 1251292    0    0     0     0 4226 6061  9  2 89  0  0
 0  0  87240 5479364  58668 1251284    0    0     0     0 4194 6268  9  1 90  0  0
16  0  87240 5479112  58668 1251292    0    0     0     0 4287 6494  9  1 90  0  0
 1  0  87240 5478860  58676 1251300    0    0     0    20 4320 6308  9  1 90  0  0
 0  0  87240 5477600  58676 1251344    0    0     0     0 4481 6875 10  2 88  0  0
 1  0  87240 5477600  58676 1251352    0    0     0     0 4189 6143  8  2 90  0  0
 1  0  87240 5477600  58676 1251428    0    0     0    28 4145 6063  9  1 90  0  0
 1  0  87240 5477096  58676 1251604    0    0     0     0 4493 6853  9  1 89  0  0
 0  0  87240 5477096  58684 1251388    0    0     0    56 4315 6540  9  1 90  0  0
 0  0  87240 5477096  58684 1251488    0    0     0     0 4323 6302  9  1 89  0  0
 1  0  87240 5477096  58684 1251424    0    0     0     0 4160 6146  9  1 89  0  0
 0  0  87240 5476592  58684 1251704    0    0     0     0 4191 6130  9  1 90  0  0
 2  0  87240 5476592  58684 1251964    0    0     0     8 4418 6529 10  1 89  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0  87240 5476592  58692 1251724    0    0     0    68 4358 6544  8  1 91  0  0
 0  0  87240 5476088  58692 1251552    0    0     0     8 4420 6910 10  1 89  0  0
 0  0  87240 5476088  58692 1251560    0    0     0     0 4108 6179  9  1 90  0  0
 0  0  87240 5476088  58692 1251512    0    0     0     0 3987 5737  8  1 90  0  0
 0  0  87240 5476088  58692 1251528    0    0     0   432 4535 6822 10  1 89  0  0
 1  0  87240 5475836  58700 1251536    0    0     0    48 4488 6718 10  1 89  0  0
 0  0  87240 5475836  58700 1251552    0    0     0     0 4335 6280  9  1 90  0  0
 1  0  87240 5475836  58700 1251568    0    0     0     0 4179 6191  9  1 90  0  0
 1  0  87240 5475584  58700 1251584    0    0     0     0 4289 6199  9  1 90  0  0
 1  0  87240 5475332  58716 1251804    0    0     0   168 4476 6781 10  2 88  0  0
 1  0  87240 5474840  58716 1251632    0    0     0    56 4376 6581  9  1 90  0  0
 0  0  87240 5474588  58716 1251648    0    0     0     0 4487 6689 11  1 88  0  0
 0  0  87240 5474588  58716 1251412    0    0     0     0 4279 6274  9  1 90  0  0
 0  0  87240 5474336  58716 1251620    4    0     4     0 4156 6116  8  1 91  0  0
 0  0  87240 5474084  58724 1251652    0    0     0   112 4658 7256 10  1 89  0  0
 0  0  87240 5474084  58724 1251660    0    0     0     0 4540 6987 10  1 89  0  0
 9  0  87240 5474084  58724 1251732    0    0     0     0 4337 6315  9  1 90  0  0
 0  0  87240 5474084  58724 1251684    0    0     0     0 4194 6049  9  1 90  0  0
 0  0  87240 5474084  58724 1251860    0    0     0    12 4190 6079  9  1 90  0  0
 1  0  87240 5473328  58732 1251908    0    0     0   296 4360 6487 10  1 89  0  0
 1  0  87240 5473328  58732 1252180    0    0     0     0 4331 6333  9  1 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0  87240 5473328  58732 1251924    0    0     0     0 4552 6927 10  1 89  0  0
 7  0  87240 5473076  58732 1251732    0    0     0     0 4169 6184  9  2 90  0  0
 0  0  87240 5473076  58732 1251732    0    0     0     0 4052 5941  9  1 90  0  0
 0  0  87240 5471816  58740 1251824    0    0     0   104 4641 7136 10  1 89  0  0
 0  0  87240 5471564  58740 1251832    0    0     0     0 4450 6815 10  1 89  0  0
 1  0  87240 5471060  58740 1251852    0    0     0     0 4313 6290  9  1 90  0  0
 0  0  87240 5470808  58740 1251868    0    0     0     0 4068 5960  9  1 90  0  0
 0  0  87240 5470556  58740 1251872    0    0     0     0 4138 6156  9  1 90  0  0
10  0  87240 5470304  58748 1251884    0    0     0    36 4326 6300 10  1 89  0  0
 0  0  87240 5469548  58748 1251908    0    0     0     0 4250 6582  9  1 89  0  0
 0  0  87240 5469044  58748 1251920    0    0     0     0 4464 6746 10  1 89  0  0
 0  0  87240 5468792  58748 1251936    0    0     0     0 4178 6189  9  1 90  0  0
 0  0  87240 5467784  58748 1252012    0    0     0     0 4066 5990  9  1 89  0  0
 0  0  87240 5467028  58756 1252012    0    0     0    16 4630 7196 10  1 90  0  0
 0  0  87240 5466300  58756 1252080    0    0     0     0 4477 6747 10  1 89  0  0
 1  0  87240 5465544  58756 1251864    0    0     0     0 4333 6356 10  1 89  0  0
 1  0  87240 5464536  58756 1251872    0    0     0     0 4107 6250  9  1 90  0  0
 0  0  87240 5464536  58756 1251900    0    0     0     0 4101 5982  9  1 90  0  0
 0  0  87240 5464032  58764 1251884    0    0     0    28 4353 6498  9  1 90  0  0
 0  0  87240 5463780  58764 1252068    0    0     0     0 4393 6473  9  1 89  0  0
 0  0  87240 5462520  58764 1252140    0    0     0     0 4577 6919 10  2 88  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0  87240 5461512  58764 1252416    0    0     0     0 4191 6285  8  1 90  0  0
 1  0  87240 5460756  58764 1252460    0    0     0    20 4102 5979  9  1 90  0  0
 2  0  87240 5459748  58772 1251964    0    0     0    48 4559 7004 10  1 89  0  0
 0  0  87240 5459244  58772 1251980    0    0     0     0 4448 6909 10  1 89  0  0
 0  0  87240 5458740  58772 1251988    0    0     0     0 4330 6484  9  1 90  0  0
 1  0  87240 5457984  58772 1252200    0    0     0     0 4179 6121  8  1 91  0  0
 1  0  87240 5457732  58772 1252208    0    0     0     0 4171 6147  9  1 90  0  0
 1  0  87240 5456976  58780 1252240    0    0     0    52 4495 6840  9  1 90  0  0
 1  0  87240 5456220  58780 1252220    0    0     0     0 4342 6614 10  1 89  0  0
 0  0  87240 5454456  58780 1252224    0    0     0     0 4573 7290 10  1 89  0  0
 0  0  87240 5454456  58780 1252236    0    0     0     0 4152 6222  8  1 90  0  0
 1  0  87240 5454204  58780 1252240    0    0     0     0 4035 5875  9  1 90  0  0
 3  0  87240 5454204  58788 1252252    0    0     0    16 4505 6969  9  2 89  0  0
10  0  87240 5453952  58788 1252176    0    0     0   444 4358 6540 10  1 89  0  0
 0  0  87240 5453448  58788 1252288    0    0     0     0 4302 6352  9  1 90  0  0
 7  0  87240 5453448  58788 1252308    0    0     0     0 4034 5942  9  1 90  0  0
 1  0  87240 5452944  58788 1252380    0    0     0     0 4198 6164  9  1 90  0  0
 0  0  87240 5452944  58796 1252544    0    0     0    32 4460 6781  9  2 89  0  0
 1  0  87240 5452944  58796 1252340    0    0     0    76 4410 6725  9  1 90  0  0
 2  0  87240 5452192  58796 1252424    0    0     0     0 4472 6720  9  1 90  0  0
 0  0  87240 5452192  58796 1252428    0    0     0     0 4202 6118  9  1 90  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0  87240 5452192  58796 1252304    0    0     0     0 4001 5866  9  1 91  0  0
 0  1  87240 5451940  58796 1252480    0    0     0    24 4542 6864  9  1 89  0  0
 0  0  87240 5451940  58804 1253008    0    0     0   104 4448 6737 10  1 89  0  0
 0  0  87240 5451940  58804 1253076    0    0     0     0 4238 6249  9  1 90  0  0
 0  0  87240 5451940  58804 1252832    0    0     0     0 4156 6198 10  1 89  0  0
 0  0  87240 5451688  58804 1252596    0    0     0    12 4226 6193  9  1 90  0  0
 0  0  87240 5451436  58804 1252380    0    0     0     0 4378 6702 10  1 89  0  0
 1  0  87240 5451436  58812 1252544    0    0     0    40 4384 6768  9  1 89  0  0
10  0  87240 5451436  58812 1252608    0    0     0    76 4491 6768 10  1 89  0  0
 0  0  87240 5451436  58812 1252620    0    0     0     0 4097 6077  9  2 90  0  0
 1  0  87240 5450932  58812 1252632    0    0     0     0 4088 5900  9  1 90  0  0
 0  0  87240 5450932  58812 1252648    0    0     0     0 4571 7020 10  2 89  0  0
 0  0  87240 5450932  58820 1252736    0    0     0    40 4348 6521  9  1 89  0  0
 0  0  87240 5450932  58820 1252676    0    0     0    88 4337 6464 10  1 89  0  0
 0  0  87240 5450932  58820 1252692    0    0     0     0 4160 6098  9  1 90  0  0
 0  0  87240 5450708  58820 1252704    0    0     0     0 4136 6107  9  1 90  0  0
 0  0  87240 5450456  58820 1252716    0    0     0     0 4350 6354 10  1 89  0  0
 0  0  87240 5450456  58828 1252828    0    0     0    56 4345 6297  9  1 89  0  0
 0  0  87240 5450456  58828 1252680    0    0     0    80 4522 6894 10  1 89  0  0
 0  0  87240 5450204  58828 1252704    0    0     0     0 4175 6000  9  1 91  0  0
 1  0  87240 5450204  58828 1252768    0    0     0     0 3968 5687  8  1 91  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
20  0  87240 5449980  58828 1252832    0    0     0     0 4592 7105 10  1 89  0  0
 0  0  87240 5449980  58836 1252936    0    0     0    28 4318 6402  9  1 90  0  0
 1  0  87240 5449980  58836 1252956    0    0     0    80 4338 6618 10  1 89  0  0
