procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
14  0      0 126221536  36680 4347112    0    0     0     0    0    0 30  0 69  0  0
16  0      0 126156048  36680 4393216    0    0     0     0 37002 62067  4  1 96  0  0
 6  0      0 126157280  36680 4393216    0    0     0     0 20456 33911  3  0 96  0  0
 4  0      0 126157408  36680 4393216    0    0     0     0 20451 33964  3  0 96  0  0
 0  0      0 126157528  36680 4393216    0    0     0     0 20643 34617  3  0 96  0  0
 0  0      0 126157432  36680 4393216    0    0     0     0 21273 34817  4  0 96  0  0
 0  0      0 126157928  36680 4393244    0    0     0     0 20677 34389  3  0 96  0  0
 1  0      0 126155800  36680 4393244    0    0     0     0 21325 34313  4  0 96  0  0
 0  0      0 126156128  36680 4393244    0    0     0     0 21099 34232  4  0 96  0  0
 5  0      0 126153752  36680 4393244    0    0     0     0 20612 34208  4  0 96  0  0
 1  0      0 126153872  36684 4393244    0    0     0    44 20625 34548  3  0 96  0  0
 0  0      0 126153992  36684 4393244    0    0     0     4 20531 34072  4  0 96  0  0
 5  0      0 126153992  36684 4393244    0    0     0     0 20623 34041  4  0 96  0  0
 2  0      0 126154400  36684 4393244    0    0     0     0 20570 34168  3  0 96  0  0
 3  0      0 126155296  36684 4393300    0    0     0     0 21422 34728  4  0 96  0  0
 5  0      0 126155424  36684 4393300    0    0     0     0 20470 34020  4  0 96  0  0
 3  0      0 126155648  36692 4393300    0    0     0    68 21252 34142  4  1 95  0  0
 0  0      0 126155792  36692 4393300    0    0     0     0 20539 34475  3  0 96  0  0
 9  0      0 126156040  36692 4393300    0    0     0     0 20609 34155  3  0 96  0  0
 0  2      0 126152104  36704 4393376    0    0     6     0 22008 35683  4  0 94  2  0
 5  2      0 126152288  36708 4393372    0    0     1     0 20457 34054  3  0 94  2  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  2      0 126153136  36776 4393444    0    0    60    72 20603 34664  4  0 94  2  0
 3  2      0 126148848  37744 4393536    0    0  1032     0 22889 43905  4  0 94  2  0
 1  1      0 126159736  38780 4397840    0    0  1038     0 22613 43965  4  0 95  1  0
10  1      0 126158816  39692 4399708    0    0   898     0 22138 42678  3  0 95  1  0
 0  1      0 126154344  40028 4402348    0    0   329     0 21039 36923  3  0 95  1  0
