procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 379026176      0 7941396    0    0     0     0    0    0  0  0 100  0  0
 3  0      0 379014464      0 7941396    0    0     0     0 41632 144385  1  1 98  0  0
 6  0      0 379011712      0 7941396    0    0     0     0 48042 166394  1  1 97  0  0
 4  0      0 379010976      0 7941396    0    0     0     0 52688 166496  1  1 97  0  0
 3  0      0 379011456      0 7941396    0    0     0     0 46859 167621  1  1 97  0  0
 2  0      0 379009568      0 7941396    0    0     0     0 47059 167554  1  1 98  0  0
 5  0      0 379009568      0 7941396    0    0     0     0 47460 167701  1  1 97  0  0
 4  0      0 379010208      0 7941396    0    0     0     0 48137 168009  1  1 97  0  0
 6  0      0 379011424      0 7941396    0    0     0     0 48191 169501  1  1 98  0  0
 3  0      0 379010432      0 7941396    0    0     0     0 47172 168771  1  1 97  0  0
 5  0      0 379008704      0 7941396    0    0     0     0 48441 167017  1  1 98  0  0
 4  0      0 379011616      0 7941396    0    0     0     0 48064 168631  1  1 97  0  0
 3  0      0 379011360      0 7941396    0    0     0     0 47523 168900  1  1 97  0  0
 4  0      0 379011648      0 7941396    0    0     0     0 48338 167747  1  1 97  0  0
 9  0      0 379007968      0 7941396    0    0     0     0 46055 168588  1  1 97  0  0
 2  0      0 379006784      0 7941396    0    0     0     0 45043 167243  1  1 98  0  0
 1  0      0 379007200      0 7941396    0    0     0     0 45867 167540  1  1 97  0  0
 5  0      0 379006208      0 7941396    0    0     0     0 46933 166952  1  1 98  0  0
 3  0      0 379007744      0 7941396    0    0     0     0 45947 166525  1  1 97  0  0
 6  0      0 379006528      0 7941396    0    0     0     0 47788 167873  1  1 97  0  0
 4  0      0 379002720      0 7941396    0    0     0     0 65785 180896  2  2 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 379003264      0 7941396    0    0     0     0 53705 183966  1  1 97  0  0
 5  0      0 379001504      0 7941396    0    0     0     0 49636 179600  1  1 98  0  0
 4  0      0 379003136      0 7941396    0    0     0     0 45932 177645  1  1 98  0  0
 4  0      0 379002880      0 7941396    0    0     0     0 46816 172938  1  1 98  0  0
 8  0      0 379004000      0 7941396    0    0     0     0 43151 173103  1  1 98  0  0
 4  0      0 379002368      0 7941396    0    0     0     0 43127 173699  1  1 98  0  0
 4  0      0 379003264      0 7941396    0    0     0     0 43549 169468  1  1 98  0  0
 3  0      0 379000064      0 7941396    0    0     0     0 44235 167734  1  1 98  0  0
 6  0      0 378997344      0 7941396    0    0     0     0 45494 169913  1  1 98  0  0
 3  0      0 378999136      0 7941396    0    0     0     0 47696 169624  1  1 97  0  0
 6  0      0 378996576      0 7941396    0    0     0     0 47492 170076  1  1 98  0  0
 9  0      0 378998880      0 7941396    0    0     0     0 46257 169157  1  1 98  0  0
 3  0      0 378997664      0 7941396    0    0     0     0 46933 169962  1  1 98  0  0
 4  0      0 378996928      0 7941396    0    0     0     0 45391 168567  1  1 98  0  0
 3  0      0 378993664      0 7941396    0    0     0     0 45222 168502  1  1 98  0  0
 5  0      0 378994752      0 7941396    0    0     0     0 45994 167390  1  1 98  0  0
 2  0      0 378997440      0 7941396    0    0     0     0 45495 167811  1  1 98  0  0
 4  0      0 378995392      0 7941396    0    0     0     0 45795 168515  1  1 98  0  0
 3  0      0 378997312      0 7941396    0    0     0     0 44172 170569  1  1 98  0  0
 4  0      0 378991584      0 7941396    0    0     0     0 44264 170090  1  1 98  0  0
 4  0      0 378995232      0 7941396    0    0     0     0 45005 167575  1  1 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 378995904      0 7941396    0    0     0     0 43374 168526  1  1 98  0  0
 6  0      0 378993536      0 7941396    0    0     0     0 44167 169233  1  1 98  0  0
 5  0      0 378994304      0 7941396    0    0     0     0 44391 169934  1  1 98  0  0
 4  0      0 378991328      0 7941396    0    0     0     0 43442 169004  1  1 98  0  0
 5  0      0 378994368      0 7941396    0    0     0     0 44267 170085  1  1 98  0  0
 6  0      0 378992512      0 7941396    0    0     0     0 43706 169220  1  1 98  0  0
 2  0      0 378991648      0 7941396    0    0     0     0 43844 172141  1  1 98  0  0
 4  0      0 378992448      0 7941396    0    0     0     0 44384 168853  1  1 98  0  0
 5  0      0 378992704      0 7941396    0    0     0     0 42597 168659  1  1 98  0  0
 3  0      0 378992960      0 7941396    0    0     0     0 43081 172303  1  1 98  0  0
 3  0      0 378992320      0 7941396    0    0     0     0 43395 171120  1  1 98  0  0
 5  0      0 378992032      0 7941396    0    0     0     0 43077 170169  1  1 98  0  0
 3  0      0 378991968      0 7941396    0    0     0     0 45623 169203  1  1 98  0  0
 3  0      0 378990304      0 7941396    0    0     0     0 42480 170489  1  1 98  0  0
 6  0      0 378992832      0 7941396    0    0     0     0 43127 169888  1  1 98  0  0
 3  0      0 378989440      0 7941396    0    0     0     0 42616 168434  1  1 98  0  0
 4  0      0 378991072      0 7941396    0    0     0     0 43536 169199  1  1 98  0  0
 9  0      0 378993696      0 7941396    0    0     0     0 44333 170146  1  1 98  0  0
 1  0      0 378997856      0 7941396    0    0     0     0 43621 163736  1  1 98  0  0
