procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 186979600   6480 3887344    0    0     0     8    0    0 35  0 65  0  0
65  0      0 186933120   6480 3887372    0    0     0     0 112755 94255  5 35 59  0  0
17  0      0 186936944   6480 3887376    0    0     0     0 98071 70037  6 27 67  0  0
72  0      0 186931296   6480 3887380    0    0     0     0 159246 102864  6 43 51  0  0
17  0      0 186928768   6488 3887372    0    0     0    36 145914 107211  6 42 52  0  0
11  0      0 186929184   6488 3887380    0    0     0     0 120511 96379  6 37 57  0  0
72  0      0 186928656   6488 3887380    0    0     0     0 118386 92989  6 35 59  0  0
16  0      0 186929344   6488 3887408    0    0     0     0 102602 84864  6 33 61  0  0
39  0      0 186933072   6488 3887144    0    0     0    36 112830 85962  6 31 63  0  0
15  0      0 186932480   6488 3887152    0    0     0     0 138848 93126  6 36 59  0  0
16  0      0 186925712   6488 3887148    0    0     0     0 124527 96532  6 39 55  0  0
 6  0      0 186929632   6488 3887152    0    0     0     0 140539 97176  6 38 56  0  0
17  0      0 186931808   6496 3887152    0    0     0    60 93298 78479  6 29 65  0  0
59  0      0 186928384   6496 3887156    0    0     0    48 153106 103895  6 40 54  0  0
26  0      0 186932176   6496 3887156    0    0     0     0 119545 95973  6 36 58  0  0
15  0      0 186933872   6496 3887156    0    0     0     0 104961 90401  6 34 60  0  0
50  0      0 186932912   6496 3887156    0    0     0     0 123057 87298  6 33 61  0  0
65  0      0 186933120   6496 3887156    0    0     0     0 122010 98866  6 40 55  0  0
78  0      0 186931824   6504 3887156    0    0     0    32 118392 97042  6 37 57  0  0
16  0      0 186933328   6504 3887156    0    0     0     0 144681 99197  6 37 57  0  0
16  0      0 186935504   6504 3887156    0    0     0     0 126797 99873  6 38 56  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0      0 186934880   6504 3887156    0    0     0     0 117743 89736  6 34 61  0  0
 9  0      0 186930944   6504 3887160    0    0     0     0 121641 91719  6 36 59  0  0
 6  0      0 186932352   6504 3887160    0    0     0     0 128685 97265  6 38 56  0  0
74  0      0 186931264   6504 3887160    0    0     0     0 126454 90436  6 35 59  0  0
16  0      0 186933648   6504 3887160    0    0     0     0 105421 92171  6 36 58  0  0
16  0      0 186931360   6504 3887160    0    0     0     0 116330 92230  6 37 57  0  0
19  0      0 186933152   6504 3887160    0    0     0     0 119503 92975  6 36 58  0  0
56  0      0 186932608   6504 3887000    0    0     0     0 124113 102478  6 41 53  0  0
16  0      0 186933936   6504 3887000    0    0     0     0 121121 91033  6 37 58  0  0
16  0      0 186927584   6504 3887000    0    0     0     0 103520 85858  6 31 63  0  0
20  0      0 186929984   6504 3887000    0    0     0     0 139016 100139  6 41 54  0  0
18  0      0 186931792   6504 3887000    0    0     0     0 111917 99078  6 38 56  0  0
59  0      0 186930896   6504 3887000    0    0     0     0 139461 102289  6 40 54  0  0
59  0      0 186928800   6504 3887000    0    0     0     0 120827 98934  6 38 56  0  0
44  0      0 186927952   6504 3887000    0    0     0     0 142604 88877  6 35 59  0  0
70  0      0 186928240   6504 3887000    0    0     0     0 123287 91877  6 36 58  0  0
27  0      0 186928496   6504 3887000    0    0     0     0 122221 93681  6 36 58  0  0
50  0      0 186930656   6504 3887000    0    0     0     0 117470 90009  6 35 60  0  0
16  0      0 186928960   6504 3887000    0    0     0     0 142006 106448  6 43 51  0  0
55  0      0 186932736   6504 3887000    0    0     0     0 106171 78922  6 30 64  0  0
12  0      0 186928304   6504 3887000    0    0     0     0 120506 92144  6 36 58  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
69  0      0 186926656   6504 3887000    0    0     0     0 157154 98406  6 39 55  0  0
20  0      0 186929088   6504 3887032    0    0    60    12 107090 85858  6 32 62  0  0
16  0      0 186929744   6504 3887036    0    0     0     0 127548 97575  6 37 57  0  0
58  0      0 186931360   6504 3887036    0    0     0     0 117194 88697  6 34 60  0  0
 1  0      0 186931008   6504 3887036    0    0     0     0 144530 98621  6 41 53  0  0
71  0      0 186929216   6504 3887036    0    0     0     0 129167 92448  6 37 57  0  0
 3  0      0 186929728   6520 3887032    0    0     0    88 124050 94027  6 36 58  0  0
76  0      0 186931616   6520 3887088    0    0     0     0 113315 86027  6 31 63  0  0
58  0      0 186931184   6520 3887088    0    0     0     0 111195 94867  6 37 57  0  0
13  0      0 186931200   6520 3887088    0    0     0     0 127579 101818  6 41 53  0  0
31  0      0 186931120   6520 3887088    0    0     0     0 111872 90300  6 35 60  0  0
17  0      0 186930704   6520 3887088    0    0     0    12 119762 93990  6 37 57  0  0
47  0      0 186932464   6528 3887080    0    0     0    44 127019 103558  6 43 52  0  0
16  0      0 186926544   6528 3887092    0    0     0     0 137287 98219  6 39 55  0  0
47  0      0 186930272   6528 3887092    0    0     0     0 97767 87616  6 36 59  0  0
 6  0      0 186934800   6528 3887092    0    0     0     0 100919 81784  6 30 64  0  0
16  0      0 186928320   6528 3887004    0    0     0     0 123186 84380  6 30 64  0  0
17  0      0 186925312   6528 3886844    0    0     0     0 126669 92721  6 36 58  0  0
16  0      0 186933472   6528 3886844    0    0     0     0 128547 101326  6 41 54  0  0
