procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 379022496      0 7932644    0    0     0     0    0    0  0  0 100  0  0
 2  0      0 379014912      0 7936404    0    0     0     0 4775 99117  0  0 99  0  0
 1  0      0 379014816      0 7936404    0    0     0     0 3743 89401  0  1 99  0  0
 2  0      0 379014816      0 7936404    0    0     0     0 6574 75406  0  1 99  0  0
 1  0      0 379014816      0 7936404    0    0     0     0 6409 76697  0  1 99  0  0
 2  0      0 379014816      0 7936404    0    0     0     0 6607 75220  0  1 99  0  0
 2  0      0 379014816      0 7936404    0    0     0     0 5255 78313  0  1 99  0  0
 2  0      0 379014816      0 7936404    0    0     0     0 6028 76718  0  1 99  0  0
 2  0      0 379014688      0 7936404    0    0     0     0 5929 77179  0  1 99  0  0
 2  0      0 379014688      0 7936404    0    0     0     0 7111 73970  0  1 99  0  0
 2  0      0 379013184      0 7936404    0    0     0     0 7263 74459  0  1 99  0  0
 2  0      0 379013376      0 7936404    0    0     0     0 5888 76327  0  1 99  0  0
 2  0      0 379012864      0 7936404    0    0     0     0 6209 76342  0  1 99  0  0
 2  0      0 379012864      0 7936404    0    0     0     0 6125 75877  0  1 99  0  0
 2  0      0 379012864      0 7936404    0    0     0     0 6126 76347  0  1 99  0  0
 2  0      0 379012864      0 7936404    0    0     0     0 6724 74800  0  1 99  0  0
 2  0      0 379012864      0 7936404    0    0     0     0 6248 75850  0  1 99  0  0
 2  0      0 379012864      0 7936404    0    0     0     0 5299 77176  0  1 99  0  0
 1  0      0 379012864      0 7936404    0    0     0     0 5736 76544  0  1 99  0  0
 1  0      0 379012864      0 7936404    0    0     0     0 3983 88193  0  1 99  0  0
 2  0      0 379009952      0 7936404    0    0     0     0 4445 85091  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 379009952      0 7936404    0    0     0     0 2762 94693  0  1 99  0  0
 1  0      0 379009952      0 7936404    0    0     0     0 2221 98078  0  0 99  0  0
 2  0      0 379008896      0 7936404    0    0     0     0 2600 90284  0  0 99  0  0
 1  0      0 379008896      0 7936404    0    0     0     0 3238 92135  0  1 99  0  0
 2  0      0 379008800      0 7936404    0    0     0     0 2729 94945  0  0 99  0  0
 1  0      0 379008800      0 7936404    0    0     0     0 2485 98407  0  0 99  0  0
 2  0      0 379009312      0 7936404    0    0     0     0 3421 91444  0  1 99  0  0
 2  0      0 379008640      0 7936404    0    0     0     0 2648 97725  0  0 99  0  0
 2  0      0 379008640      0 7936404    0    0     0     0 2639 95148  0  1 99  0  0
 2  0      0 379006592      0 7936404    0    0     0     0 3446 90893  0  1 99  0  0
 1  0      0 379006592      0 7936404    0    0     0     0 2237 98144  0  0 99  0  0
 2  0      0 379006592      0 7936404    0    0     0     0 4490 86251  0  0 99  0  0
 1  0      0 379006592      0 7936404    0    0     0     0 8905 64997  0  1 99  0  0
 2  0      0 379006592      0 7936404    0    0     0     0 7323 70179  0  1 99  0  0
 1  0      0 379006592      0 7936404    0    0     0     0 6474 73164  0  1 99  0  0
 1  0      0 379006592      0 7936404    0    0     0     0 6027 75985  0  1 99  0  0
 2  0      0 379029216      0 7939468    0    0     0     0 4929 84536  0  1 99  0  0
 1  0      0 379029472      0 7939484    0    0     0     0 4375 81325  0  1 99  0  0
 2  0      0 379030560      0 7939484    0    0     0     0 2331 97830  0  0 99  0  0
 2  0      0 379032000      0 7939484    0    0     0     0 3777 91684  0  1 99  0  0
 1  0      0 379032384      0 7939484    0    0     0     0 7061 74453  0  1 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 379032736      0 7939484    0    0     0     0 4081 90114  0  1 99  0  0
 2  0      0 379032736      0 7939484    0    0     0     0 2432 97021  0  1 99  0  0
 2  0      0 379032736      0 7939484    0    0     0     0 2494 100181  0  1 99  0  0
 2  0      0 379032864      0 7939484    0    0     0     0 2687 96535  0  1 99  0  0
 1  0      0 379032864      0 7939484    0    0     0     0 2302 99829  0  0 99  0  0
 1  0      0 379032832      0 7939484    0    0     0     0 2846 98134  0  1 99  0  0
 2  0      0 379032832      0 7939484    0    0     0     0 8319 67807  0  1 99  0  0
 2  0      0 379032832      0 7939484    0    0     0     0 8592 68600  0  1 99  0  0
 1  0      0 379032832      0 7939484    0    0     0     0 8493 68425  0  1 99  0  0
 2  0      0 379033056      0 7939484    0    0     0     0 7050 72613  0  1 99  0  0
 1  0      0 379032384      0 7939484    0    0     0     0 7762 71021  0  1 99  0  0
 1  0      0 379032384      0 7939484    0    0     0     0 6027 75286  0  1 99  0  0
 1  0      0 379032384      0 7939484    0    0     0     0 8107 69153  0  1 99  0  0
 2  0      0 379032384      0 7939484    0    0     0     0 6200 75878  0  1 99  0  0
 2  0      0 379032384      0 7939484    0    0     0     0 6505 75816  0  1 99  0  0
 2  0      0 379032384      0 7939484    0    0     0     0 6923 71818  0  1 99  0  0
 2  0      0 379032384      0 7939484    0    0     0     0 6105 75675  0  1 99  0  0
 1  0      0 379032384      0 7939484    0    0     0     0 6860 72890  0  1 99  0  0
 1  0      0 379036480      0 7939488    0    0     0     0 7038 72891  0  1 99  0  0
