procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
15  0      0 114445264  48888 5400888    0    0     0     0    0    0 30  0 70  0  0
 0  1      0 114444000  48888 5400944    0    0     0     0 25708 40865  5  1 93  1  0
 7  1      0 114444272  48896 5400944    0    0     0    40 24431 40391  4  0 94  1  0
 1  1      0 114444336  48896 5400944    0    0     0     0 24384 40139  4  0 94  1  0
 7  2      0 114370792  49948 5447976    0    0  1104     0 48059 82602  5  1 92  1  0
 7  0      0 114369328  52908 5458500    0    0  2847     0 30729 67687  5  1 93  1  0
 5  1      0 114351856  56728 5475592    0    0  3801     0 32181 75646  5  1 93  1  0
 4  0      0 114323920  60688 5491864    0    0  3962     0 31843 77560  4  1 94  1  0
 0  1      0 114287776  66432 5517540    0    0  5702     0 34765 96251  4  1 94  1  0
 5  0      0 114237008  70868 5554600    0    0  4415   136 37556 91892  4  1 94  1  0
11  0      0 114019536  70920 5655152    0    0    53     0 77720 131038  7  1 92  0  0
 2  0      0 113884096  70920 5761824    0    0     0     0 74266 125902  5  1 93  0  0
 9  0      0 113831816  70920 5793380    0    0     0     0 51907 167560  9  1 90  0  0
 9  0      0 113812560  70920 5808740    0    0     0     0 46910 180293  9  1 90  0  0
 6  0      0 113797152  70920 5820556    0    0     0     0 47605 186974  9  1 90  0  0
 3  0      0 113759280  70920 5827388    0    0     0    56 67947 170061  9  1 89  0  0
 7  0      0 113712768  70920 5849068    0    0     0     0 50331 173777 10  1 89  0  0
76  0      0 113653808  70920 5856240    0    0     0     0 50722 162407 12  1 87  0  0
 9  0      0 113642560  70920 5867824    0    0     0     0 49218 174841 11  1 88  0  0
 7  0      0 113592832  70920 5901572    0    0     0     0 57293 178626 10  1 89  0  0
 9  0      0 113557920  70920 5916932    0    0     0     0 43616 165617 10  1 89  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  1      0 113542400  70920 5932292    0    0     0     0 26083 55402  4  0 94  1  0
 1  1      0 113541536  70920 5932296    0    0     0     0 25067 41077  4  0 95  1  0
 0  1      0 113542176  70920 5932296    0    0     0     0 24155 40322  4  0 95  1  0
 3  1      0 113542184  70924 5932296    0    0     0    40 24209 40372  4  0 95  1  0
 2  1      0 113542184  70924 5932296    0    0     0     0 24142 40174  4  0 95  1  0
 5  0      0 113540368  70924 5932296    0    0     0     0 49044 159648  9  1 90  0  0
 7  0      0 113486880  70924 5932860    0    0     0     0 45191 164947 10  1 89  0  0
 2  0      0 113474768  70964 5933040    0    0    42     0 31371 87320  6  1 93  0  0
 7  0      0 113471896  70964 5933040    0    0     0    60 24977 40824  4  0 96  0  0
 8  0      0 113472560  70964 5933040    0    0     0     0 24259 40435  4  0 96  0  0
 4  0      0 113472960  70972 5933040    0    0     0    52 25673 41042  5  1 95  0  0
 1  0      0 113472960  70972 5933040    0    0     0     0 25249 40157  5  0 95  0  0
 9  0      0 113407600  70972 5933120    0    0     0     0 33131 50943  6  1 93  0  0
 9  0      0 113275824  70972 5937036    0    0     0    28 55360 79248 11  3 87  0  0
 9  0      0 113125072  70972 5962220    0    0     0     0 43335 73758  8  2 90  0  0
10  0      0 112894192  70972 5991024    0    0     0     0 44816 74430  8  3 90  0  0
 8  0      0 112712016  70972 6023916    0    0     0     0 78237 74895 10  3 87  0  0
