procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 342738240      0 8161432    0    0     0     0    0    1  0  0 100  0  0
 0  1      0 342616608  20764 8224000    0    0 20630     0 12941 27129  1  0 99  0  0
 0  1      0 342616896  20764 8224000    0    0     0     0 37148 34144  1  0 98  1  0
 0  1      0 342619168  20764 8225048    0    0     0     0 10761 21032  1  0 99  1  0
 0  1      0 342622144  20764 8225048    0    0     0     0 9717 18515  1  0 99  1  0
 0  1      0 342622144  20764 8225048    0    0     0     0 9831 17848  1  0 99  1  0
 0  1      0 342621248  20764 8225048    0    0     0     0 9933 19236  0  0 99  1  0
 0  1      0 342621248  20764 8225048    0    0     0     0 9689 18711  0  0 99  1  0
 5  0      0 342537920  21240 8214428    0    0   485     0 25780 123718  2  0 97  0  0
 6  0      0 342516800  21240 8214468    0    0     0     0 20989 177481  3  0 97  0  0
 7  0      0 342466784  21240 8222320    0    0     0     0 27982 169245  3  0 96  0  0
 5  0      0 342467744  21240 8222660    0    0     0     0 20439 185487  3  0 96  0  0
 0  0      0 342436832  21240 8222660    0    0     0     0 20293 138382  3  0 97  0  0
 0  0      0 342437600  21240 8222736    0    0     0     0 9685 19475  0  0 100  0  0
 0  0      0 342437664  21240 8222736    0    0     0     0 9105 18425  0  0 99  0  0
 0  0      0 342437888  21240 8222736    0    0     0     0 8366 16581  0  0 99  0  0
 0  0      0 342437344  21240 8222736    0    0     0     0 9283 17207  1  0 99  0  0
 1  0      0 342398528  21240 8222736    0    0     0     0 34770 20245  1  0 99  0  0
 2  0      0 342296928  21240 8226960    0    0     0     0 20810 39981  1  0 99  0  0
 1  0      0 342203968  21240 8226960    0    0     0     0 20534 40415  1  0 99  0  0
 3  0      0 342139456  21240 8227092    0    0     0     0 21438 42055  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 342069376  21240 8227164    0    0     0     0 20148 39896  1  0 99  0  0
 4  0      0 342001184  21240 8231348    0    0     0     0 20921 40757  1  0 99  0  0
 1  0      0 341945216  21240 8231424    0    0     0     0 23074 41128  1  0 99  0  0
 1  0      0 341880192  21240 8231496    0    0     0     0 21294 38580  1  0 99  0  0
 6  0      0 341812480  21240 8235328    0    0     0     0 22467 40401  1  0 99  0  0
 2  0      0 341731392  21240 8235744    0    0     0     0 28814 43716  2  0 98  0  0
 1  0      0 341699552  21240 8235824    0    0     0     0 22377 40153  1  0 99  0  0
 1  0      0 341712992  21240 8235892    0    0     0     0 14866 27450  1  0 99  0  0
 1  0      0 341719616  21240 8235940    0    0     0     0 13582 25286  1  0 99  0  0
 4  0      0 341728512  21240 8236012    0    0     0     0 13059 24515  1  0 99  0  0
 1  0      0 341729472  21240 8236076    0    0     0     0 14925 25823  1  0 99  0  0
 0  0      0 341736832  21240 8236136    0    0     0     0 13714 25472  1  0 99  0  0
 0  0      0 341743840  21240 8236196    0    0     0     0 12881 24461  1  0 99  0  0
 1  0      0 341752512  21240 8236256    0    0     0     0 12868 23819  1  0 99  0  0
 0  0      0 341756704  21240 8236312    0    0     0     0 13953 25191  1  0 99  0  0
 0  0      0 341764832  21240 8236376    0    0     0     0 14004 25618  1  0 99  0  0
 1  0      0 341770240  21240 8236444    0    0     0     0 13633 24564  1  0 99  0  0
 0  0      0 341774688  21240 8236540    0    0     0     0 13325 24308  1  0 99  0  0
 1  0      0 341776768  21240 8236628    0    0     0     0 13640 25086  1  0 99  0  0
 0  0      0 341779104  21240 8236692    0    0     0     0 13532 24991  1  0 99  0  0
 2  0      0 341778848  21240 8236752    0    0     0     0 13454 24169  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 341782528  21240 8236808    0    0     0     0 13448 24569  1  0 99  0  0
 0  0      0 341785088  21240 8236876    0    0     0     0 13327 23719  1  0 99  0  0
 3  0      0 341788224  21240 8236964    0    0     0     0 12930 23512  1  0 99  0  0
 0  0      0 341790848  21240 8237020    0    0     0     0 13253 24508  1  0 99  0  0
 0  0      0 341794688  21240 8237088    0    0     0     0 14249 26553  1  0 99  0  0
 0  0      0 341796928  21240 8237156    0    0     0     0 14960 26986  1  0 99  0  0
 0  1      0 341800192  21240 8237232    0    0     0     0 15120 27324  1  0 99  0  0
 1  0      0 341798016  21240 8237236    0    0     0     0 18041 35152  1  0 99  0  0
 0  0      0 341800160  21240 8237368    0    0     0     0 14057 26308  1  0 99  0  0
 1  0      0 341800992  21240 8237428    0    0     0     0 14840 26578  1  0 99  0  0
 0  0      0 341768640  21240 8237492    0    0     0     0 19922 27056  1  0 98  0  0
 0  0      0 341785088  21240 8237552    0    0     0     0 14308 26242  1  0 99  0  0
 0  0      0 341792896  21240 8237616    0    0     0     0 13896 26156  1  0 99  0  0
 0  0      0 341797376  21240 8237668    0    0     0     0 14112 26025  1  0 99  0  0
 0  0      0 341801120  21240 8237728    0    0     0     0 14282 25276  1  0 99  0  0
 1  0      0 341803136  21240 8237832    0    0     0     0 14387 25139  1  0 99  0  0
 1  0      0 341804448  21240 8237892    0    0     0     0 14268 26639  1  0 99  0  0
 0  0      0 341804928  21240 8237952    0    0     0     0 14491 27099  1  0 99  0  0
 2  0      0 341805024  21240 8238076    0    0     0     0 13907 26519  1  0 99  0  0
 0  0      0 341803072  21240 8238140    0    0     0     0 14793 27280  1  0 99  0  0
 3  0      0 341804384  21240 8238200    0    0     0     0 14785 27254  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 341805216  21240 8238264    0    0     0     0 14819 27498  1  0 99  0  0
 0  0      0 341807232  21240 8238324    0    0     0     0 13922 26173  1  0 99  0  0
 3  0      0 341809664  21240 8238380    0    0     0     0 13642 26185  1  0 99  0  0
113  0      0 341812192  21240 8238444    0    0     0     0 13379 26208  1  0 99  0  0
26  0      0 341814176  21240 8238508    0    0     0     0 14536 27037  1  0 99  0  0
19  0      0 341815008  21240 8238572    0    0     0     0 14547 26806  1  0 99  0  0
 1  0      0 341815808  21240 8238628    0    0     0     0 14908 27158  1  0 99  0  0
 0  0      0 341817568  21240 8238704    0    0     0     0 14763 26753  1  0 99  0  0
 1  0      0 341815424  21240 8238784    0    0     0     0 14270 25942  1  0 99  0  0
 1  0      0 341815424  21240 8238888    0    0     0     0 14162 26188  1  0 99  0  0
