procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 129784920  32800 4353764    0    0     0     0 19387 32055  3  0 97  0  0
 2  0      0 129785024  32808 4353756    0    0     0    48 19331 32150  3  0 97  0  0
 5  0      0 129785016  32808 4353764    0    0     0     0 19335 32066  3  0 96  0  0
 0  0      0 129785264  32808 4353764    0    0     0     0 19339 32243  3  0 96  0  0
 5  0      0 129785544  32808 4353764    0    0     0     0 19267 31984  3  0 96  0  0
 0  0      0 129786016  32808 4353764    0    0     0     0 19289 32127  3  0 96  0  0
 2  0      0 129786528  32808 4353764    0    0     0     0 19585 32727  3  0 96  0  0
 1  0      0 129786648  32808 4353764    0    0     0     0 19411 32278  3  0 96  0  0
 0  0      0 129786096  32808 4353616    0    0     0     0 20097 32605  3  0 96  0  0
 0  0      0 129786496  32808 4353616    0    0     0     0 19360 32117  3  0 96  0  0
 6  0      0 129786624  32808 4353616    0    0     0     0 19257 32020  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0      0 129786752  32808 4353616    0    0     0     0 19357 32189  3  0 96  0  0
 4  0      0 129786752  32808 4353616    0    0     0     0 19431 32158  3  0 96  0  0
 1  0      0 129786992  32812 4353616    0    0     0    40 19398 32206  3  0 96  0  0
 8  0      0 129782336  32812 4353616    0    0     0     0 21025 32771  4  1 96  0  0
 2  0      0 129786272  32820 4353620    0    0     0    84 19654 32420  3  0 96  0  0
 0  0      0 129786520  32820 4353620    0    0     0     0 19932 32299  3  1 96  0  0
 0  0      0 129786416  32820 4353620    0    0     0     0 19256 31997  3  0 96  0  0
 3  0      0 129783424  32820 4353628    0    0     0     0 20284 33277  3  0 96  0  0
 3  0      0 129783552  32820 4353628    0    0     0     0 19338 32239  3  0 97  0  0
 7  0      0 129783552  32824 4353628    0    0     0   112 19370 32070  3  0 96  0  0
 0  0      0 129783680  32824 4353628    0    0     0     0 19325 32042  3  0 96  0  0
 9  0      0 129783680  32824 4353628    0    0     0     0 19325 32006  3  0 96  0  0
 0  0      0 129783680  32824 4353628    0    0     0     0 19363 32133  3  0 96  0  0
 0  0      0 129783680  32824 4353628    0    0     0     0 19433 32414  3  0 96  0  0
 2  0      0 129783552  32832 4353628    0    0     0    24 19351 32073  3  0 96  0  0
 8  0      0 129783664  32832 4353628    0    0     0     0 19246 32064  3  0 96  0  0
 0  0      0 129783408  32832 4353628    0    0     0     0 19281 32139  3  0 96  0  0
 0  0      0 129781136  32832 4353640    0    0     0     0 19849 32511  3  0 96  0  0
 0  0      0 129781384  32832 4353640    0    0     0     0 19334 32098  3  0 96  0  0
 0  0      0 129781520  32832 4353640    0    0     0     8 19457 32149  3  0 96  0  0
 3  0      0 129780768  32832 4353640    0    0     0     0 19498 32761  3  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0      0 129780768  32832 4353640    0    0     0     0 19287 31922  3  0 96  0  0
 1  0      0 129781024  32840 4353640    0    0     0    44 19365 32089  3  0 96  0  0
 0  0      0 129781144  32840 4353640    0    0     0     0 19283 32089  3  0 97  0  0
 4  0      0 129781144  32840 4353640    0    0     0     0 19324 32183  3  0 96  0  0
 4  0      0 129781144  32840 4353640    0    0     0     0 19405 32132  3  0 96  0  0
 0  0      0 129781264  32840 4353640    0    0     0     0 19251 32138  3  0 96  0  0
 5  0      0 129777296  32840 4353640    0    0     0     0 20654 32576  3  0 96  0  0
18  0      0 129777544  32840 4353640    0    0     0     0 19317 32147  3  0 96  0  0
 0  0      0 129777552  32840 4353640    0    0     0     0 19337 32008  3  0 96  0  0
 7  0      0 129777552  32840 4353640    0    0     0     0 19287 32065  3  0 96  0  0
 2  0      0 129779072  32840 4353368    0    0     0     0 20682 32815  3  0 96  0  0
 5  0      0 129779408  32848 4353368    0    0     0    48 19670 33031  3  0 96  0  0
 2  0      0 129780024  32848 4353400    0    0     0     0 20593 32747  3  0 96  0  0
 1  0      0 129780400  32848 4353400    0    0     0     0 19331 32081  3  0 96  0  0
 6  0      0 129780408  32848 4353400    0    0     0     0 19984 32371  4  1 96  0  0
 6  0      0 129780360  32848 4353528    0    0     0     0 20118 32655  3  0 96  0  0
 0  0      0 129777504  32848 4353528    0    0     0     0 19486 32159  3  0 96  0  0
 0  0      0 129777744  32856 4353528    0    0     0    40 19377 32498  3  0 96  0  0
 1  0      0 129775600  32856 4353528    0    0     0    40 20784 32818  3  0 96  0  0
 3  0      0 129775272  32856 4353528    0    0     0     0 19403 32242  3  0 96  0  0
 1  0      0 129775328  32856 4353528    0    0     0     0 19301 32044  3  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 129775584  32856 4353528    0    0     0     0 19366 32155  3  0 96  0  0
 0  0      0 129775584  32856 4353528    0    0     0     0 19531 32142  3  0 96  0  0
 5  0      0 129775704  32864 4353528    0    0     0    56 19323 32242  3  0 96  0  0
 6  0      0 129776208  32864 4353532    0    0     0     0 20658 33290  3  0 96  0  0
27  0      0 129775640  32864 4353600    0    0     0     0 19800 32453  3  0 96  0  0
 0  0      0 129775512  32864 4353600    0    0     0     0 19377 32033  3  0 96  0  0
 0  0      0 129775512  32872 4353600    0    0     0    52 19453 32233  3  0 96  0  0
 0  0      0 129775392  32872 4353600    0    0     0     4 19412 32048  3  0 96  0  0
 0  0      0 129775392  32880 4353592    0    0     0    40 19357 32078  3  0 96  0  0
 0  0      0 129775520  32880 4353600    0    0     0     0 19326 32162  3  0 96  0  0
 0  0      0 129775520  32880 4353600    0    0     0     0 19504 32309  3  0 96  0  0
 2  0      0 129775640  32880 4353600    0    0     0     0 19337 32001  3  0 96  0  0
 1  0      0 129775640  32880 4353600    0    0     0     0 19199 32119  3  0 97  0  0
 0  0      0 129776864  32880 4353600    0    0     0     0 25397 40203  4  1 95  0  0
 8  0      0 129776992  32880 4353600    0    0     0     0 22206 37256  3  0 96  0  0
 3  0      0 129773696  32880 4353576    0    0     0     0 20618 34007  3  0 96  0  0
 0  0      0 129773952  32880 4353576    0    0     0     0 19394 32110  3  0 96  0  0
 0  0      0 129774176  32884 4353576    0    0     0    52 19306 32073  3  0 97  0  0
 0  0      0 129774192  32884 4353576    0    0     0     0 19337 32288  3  0 96  0  0
 0  0      0 129774192  32884 4353576    0    0     0     0 19454 32133  3  0 96  0  0
 0  0      0 129774192  32884 4353576    0    0     0     0 19373 32144  3  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 129774064  32884 4353576    0    0     0     0 19348 32497  3  0 97  0  0
 3  0      0 129774192  32888 4353576    0    0     0     4 19298 32163  3  0 96  0  0
 3  0      0 129774432  32888 4353576    0    0     0     0 19839 32305  3  1 96  0  0
 4  0      0 129774064  32888 4353576    0    0     0     0 19409 32094  3  0 96  0  0
 0  0      0 129770800  32888 4353484    0    0     0     0 20052 32542  3  0 96  0  0
 8  0      0 129771536  32888 4353484    0    0     0     0 19421 32261  3  0 96  0  0
 0  0      0 129771424  32888 4353484    0    0     0     4 19311 31911  3  0 96  0  0
 2  0      0 129771424  32888 4353484    0    0     0     0 19427 32630  3  0 96  0  0
 0  0      0 129770680  32888 4353484    0    0     0     0 19464 32144  3  0 96  0  0
 0  0      0 129770808  32892 4353484    0    0     0    40 19580 32351  3  0 96  0  0
 2  0      0 129770808  32892 4353484    0    0     0     0 19418 32166  3  0 96  0  0
 0  0      0 129770808  32892 4353488    0    0     0    36 19267 32121  3  0 97  0  0
 2  0      0 129770808  32892 4353488    0    0     0     0 19372 32106  3  0 96  0  0
 1  0      0 129770808  32892 4353488    0    0     0     0 19439 32371  3  0 96  0  0
 1  0      0 129768896  32892 4353424    0    0     0     0 19985 32471  3  0 96  0  0
16  0      0 129769392  32892 4353424    0    0     0     0 19275 32031  3  0 96  0  0
 0  0      0 129769392  32900 4353424    0    0     0   140 19310 32110  3  0 97  0  0
 2  0      0 129769632  32900 4353424    0    0     0     0 19387 32294  3  0 96  0  0
 0  0      0 129766888  32900 4353428    0    0     0     0 21222 32978  3  0 96  0  0
 4  0      0 129767952  32900 4353428    0    0     0     0 19501 32831  3  0 96  0  0
 0  0      0 129768080  32900 4353428    0    0     0     0 19311 32103  3  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 129768192  32904 4353428    0    0     0    68 19430 32319  3  0 96  0  0
 0  0      0 129768208  32904 4353428    0    0     0     0 19482 32214  3  0 96  0  0
 8  0      0 129768208  32904 4353428    0    0     0     0 19299 32111  3  0 96  0  0
 1  0      0 129766216  32904 4353428    0    0     0     0 19418 32002  3  0 96  0  0
 4  0      0 129766240  32904 4353428    0    0     0     0 19548 32625  3  0 96  0  0
17  0      0 129766256  32904 4353428    0    0     0     4 19417 32047  3  0 96  0  0
 2  0      0 129766256  32904 4353428    0    0     0     0 19381 32032  3  0 96  0  0
 2  0      0 129764400  32904 4353424    0    0     0     0 20748 32720  3  0 96  0  0
 0  0      0 129764896  32904 4353424    0    0     0     0 19461 32321  3  0 96  0  0
 0  0      0 129766080  32904 4353432    0    0     0     0 20784 33258  3  0 96  0  0
 0  0      0 129766720  32904 4353396    0    0     0     0 19247 32101  3  0 96  0  0
 5  0      0 129766400  32904 4353396    0    0     0     0 20016 32374  4  1 96  0  0
 8  0      0 129766048  32912 4353396    0    0     0    48 19831 32463  3  0 96  0  0
 0  0      0 129765520  32912 4353400    0    0     0     0 19734 32157  3  0 96  0  0
 0  0      0 129765688  32912 4353400    0    0     0     0 19279 32111  3  0 96  0  0
 2  0      0 129765688  32912 4353400    0    0     0     0 19495 32089  3  0 96  0  0
 0  0      0 129765568  32912 4353400    0    0     0     0 19477 32334  3  0 96  0  0
 0  0      0 129765440  32912 4353400    0    0     0     0 19486 32234  3  0 96  0  0
 5  0      0 129765568  32920 4353400    0    0     0    40 19414 32192  3  0 96  0  0
 3  0      0 129765696  32920 4353400    0    0     0     0 19464 32112  3  0 96  0  0
 1  0      0 129765816  32920 4353400    0    0     0     0 19453 32307  3  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 129765360  32920 4353208    0    0     0     0 20630 32806  3  0 96  0  0
 2  0      0 129763744  32920 4353212    0    0     0     0 19951 32559  3  0 96  0  0
 2  0      0 129761456  32920 4353212    0    0     0     0 19437 32779  3  0 97  0  0
 6  0      0 129761584  32920 4353212    0    0     0     0 19322 32087  3  0 96  0  0
 4  0      0 129761584  32920 4353212    0    0     0    20 19351 32054  3  0 96  0  0
 1  0      0 129761584  32928 4353212    0    0     0    40 19271 32021  3  0 96  0  0
 6  0      0 129761696  32928 4353212    0    0     0     0 19303 32012  3  0 96  0  0
11  0      0 129761696  32928 4353212    0    0     0     0 19357 32156  3  0 96  0  0
 3  0      0 129761696  32928 4353212    0    0     0     0 19438 32423  3  0 96  0  0
 1  0      0 129761696  32928 4353212    0    0     0    56 19243 32038  3  0 96  0  0
 4  0      0 129761072  32928 4353212    0    0     0     0 19418 32221  3  0 96  0  0
 3  0      0 129761568  32928 4353212    0    0     0     0 19286 32221  3  0 96  0  0
 0  0      0 129759624  32928 4353208    0    0     0     0 19924 32527  3  0 96  0  0
 0  0      0 129759504  32928 4353208    0    0     0     0 19450 32625  3  0 96  0  0
 0  0      0 129759624  32936 4353208    0    0     0    68 19284 31979  3  0 96  0  0
 5  0      0 129759624  32936 4353208    0    0     0     0 19371 32207  3  0 96  0  0
 0  0      0 129759744  32936 4353208    0    0     0     0 19335 32045  3  0 96  0  0
 0  0      0 129759872  32936 4353208    0    0     0     0 19303 32094  3  0 96  0  0
 0  0      0 129760120  32936 4353208    0    0     0     0 19297 32089  3  0 96  0  0
 0  0      0 129760120  32936 4353208    0    0     0     4 19244 32189  3  0 96  0  0
 4  0      0 129760240  32936 4353208    0    0     0     0 20001 32342  4  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 129760248  32936 4353208    0    0     0     0 19143 32061  3  0 97  0  0
 0  0      0 129757712  32936 4353240    0    0     0     0 19960 32534  3  0 96  0  0
 9  0      0 129758080  32936 4353240    0    0     0     0 19340 32205  3  0 96  0  0
13  0      0 129758080  32944 4353240    0    0     0    40 19368 31963  3  0 96  0  0
 1  0      0 129758080  32944 4353240    0    0     0     0 19343 32019  3  0 96  0  0
 3  0      0 129758208  32944 4353240    0    0     0     0 19310 32075  3  0 96  0  0
 0  0      0 129758336  32944 4353240    0    0     0     0 19511 32876  3  0 97  0  0
 0  0      0 129758336  32944 4353240    0    0     0     0 19289 32096  3  0 96  0  0
 0  0      0 129758464  32944 4353240    0    0     0     0 19150 32056  3  0 97  0  0
 5  0      0 129758464  32944 4353240    0    0     0     0 19249 32072  3  0 97  0  0
 0  0      0 129758464  32944 4353240    0    0     0     0 19346 32184  3  0 96  0  0
 2  0      0 129754936  32944 4353272    0    0     0     0 20098 32571  3  0 96  0  0
 0  0      0 129754992  32944 4353272    0    0     0     0 19475 32446  3  0 96  0  0
 0  0      0 129755488  32944 4353272    0    0     0     0 19374 32115  3  0 96  0  0
 0  0      0 129755616  32944 4353264    0    0     0     0 19349 32247  3  0 96  0  0
 8  0      0 129755616  32944 4353264    0    0     0     0 19298 32051  3  0 96  0  0
 0  0      0 129755808  32952 4353264    0    0     0    40 19393 32074  3  0 96  0  0
 0  0      0 129755808  32952 4353264    0    0     0     0 19409 32610  3  0 97  0  0
12  0      0 129755808  32952 4353264    0    0     0    52 19462 32193  3  0 96  0  0
 9  0      0 129755808  32952 4353264    0    0     0     0 19283 32034  3  0 96  0  0
 2  0      0 129754160  32952 4353264    0    0     0     0 20215 32516  3  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 129755192  32952 4353268    0    0     0     0 20277 32934  3  0 96  0  0
 0  0      0 129755192  32952 4353268    0    0     0     0 19446 32370  3  0 96  0  0
 4  0      0 129755192  32952 4353268    0    0     0    16 19365 32090  3  0 96  0  0
 0  0      0 129755192  32952 4353268    0    0     0     0 19299 32094  3  0 96  0  0
 1  0      0 129754624  32956 4353308    0    0     0    56 20768 32835  3  0 96  0  0
 1  0      0 129755392  32956 4353308    0    0     0     0 19568 32323  3  0 96  0  0
 0  0      0 129756848  32964 4353300    0    0     0    44 20612 32749  3  0 96  0  0
10  0      0 129756464  32964 4353376    0    0     0     0 19483 32735  3  0 96  0  0
16  0      0 129756592  32964 4353376    0    0     0     0 19667 32148  3  1 96  0  0
 1  0      0 129757072  32964 4353376    0    0     0     0 19381 32159  3  0 96  0  0
 2  0      0 129753968  32964 4353408    0    0     0     0 20074 32538  3  0 96  0  0
 4  0      0 129753968  32964 4353408    0    0     0     0 19253 32073  3  0 96  0  0
 0  0      0 129753968  32968 4353408    0    0     0    44 19371 32160  3  0 96  0  0
 1  0      0 129753968  32968 4353408    0    0     0     0 19392 32289  3  0 96  0  0
 0  0      0 129753968  32968 4353412    0    0     0     0 19310 32040  3  0 96  0  0
 8  0      0 129753968  32968 4353412    0    0     0     0 19284 32059  3  0 96  0  0
 0  0      0 129752976  32968 4353412    0    0     0     0 19561 32478  3  0 96  0  0
 0  0      0 129753224  32968 4353412    0    0     0     0 19368 32237  3  0 96  0  0
 0  0      0 129752016  32968 4353476    0    0     0     0 20456 32720  3  0 96  0  0
 0  0      0 129751488  32968 4353548    0    0     0     0 19798 32589  3  0 96  0  0
 2  0      0 129750296  32968 4351828    0    0     0     0 19752 32636  3  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 129750416  32968 4351828    0    0     0     0 19517 32676  3  0 96  0  0
22  0      0 129750544  32968 4351828    0    0     0     0 19299 31871  3  0 96  0  0
 0  0      0 129750544  32976 4351828    0    0     0    40 19298 32083  3  0 96  0  0
 2  0      0 129750544  32976 4351828    0    0     0     0 19491 32103  3  0 96  0  0
 0  0      0 129750416  32976 4351744    0    0     0     0 19428 32152  3  0 96  0  0
 0  0      0 129750736  32976 4351744    0    0     0     0 19295 32096  3  0 96  0  0
 6  0      0 129750720  32976 4351744    0    0     0     0 19251 32060  3  0 96  0  0
 4  0      0 129752464  32976 4351744    0    0     0     0 26594 42448  4  1 96  0  0
 8  0      0 129752960  32976 4351744    0    0     0     0 19764 32875  3  0 96  0  0
 0  0      0 129750992  32976 4350228    0    0     0     0 20330 33028  3  0 96  0  0
 2  0      0 129751048  32976 4350228    0    0     0     0 19407 32366  3  0 96  0  0
 1  0      0 129751296  32976 4350228    0    0     0     4 19458 32310  3  0 96  0  0
 4  0      0 129751424  32984 4350228    0    0     0    40 19417 32297  3  0 96  0  0
10  0      0 129751424  32984 4350228    0    0     0     0 19168 31924  3  0 97  0  0
 0  0      0 129751632  32984 4350228    0    0     0     0 19349 32057  3  0 96  0  0
 0  0      0 129751872  32984 4350228    0    0     0     0 19397 32069  3  0 96  0  0
 2  0      0 129751872  32984 4350228    0    0     0    48 19434 32271  3  0 96  0  0
 0  0      0 129751952  32984 4350228    0    0     0     0 19905 32547  3  1 96  0  0
 0  0      0 129751952  32984 4350228    0    0     0     0 19300 32061  3  0 96  0  0
 5  0      0 129749808  32992 4350228    0    0     0    36 20231 32715  3  0 96  0  0
 0  0      0 129751136  32992 4349764    0    0     0     0 19380 32277  3  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0      0 129751312  32992 4349764    0    0     0     8 19370 32161  3  0 96  0  0
 5  0      0 129751440  32992 4349764    0    0     0     0 19276 32115  3  0 97  0  0
 3  0      0 129751440  32992 4349700    0    0     0     0 19428 32101  3  0 96  0  0
 0  0      0 129751440  32992 4349700    0    0     0     0 19615 33025  3  0 96  0  0
 0  0      0 129751568  33000 4349700    0    0     0    44 19302 32118  3  0 96  0  0
 0  0      0 129751688  33000 4349700    0    0     0     0 19288 32074  3  0 96  0  0
 6  0      0 129751688  33000 4349700    0    0     0     0 19292 32034  3  0 96  0  0
 5  0      0 129751808  33000 4349700    0    0     0     0 19389 32232  3  0 96  0  0
 2  0      0 129752032  33000 4349860    0    0     0     0 20166 32622  3  0 96  0  0
 0  0      0 129752144  33000 4349416    0    0     0     0 19408 32580  3  0 96  0  0
 3  0      0 129752264  33000 4349416    0    0     0     0 19299 32021  3  0 96  0  0
 6  0      0 129752264  33000 4349416    0    0     0     0 19326 32234  3  0 96  0  0
17  0      0 129752264  33000 4349416    0    0     0     0 19212 31988  3  0 97  0  0
14  0      0 129752384  33008 4349416    0    0     0    40 19209 31960  3  0 96  0  0
 1  0      0 129752384  33008 4349416    0    0     0     0 19383 32088  3  0 96  0  0
 0  0      0 129752416  33008 4349420    0    0     0     0 19305 32253  3  0 97  0  0
 0  0      0 129753296  33008 4349420    0    0     0     0 19433 32171  3  0 96  0  0
 6  0      0 129753288  33008 4349420    0    0     0     0 19256 32074  3  0 96  0  0
 0  0      0 129751112  33008 4349420    0    0     0     0 19435 32054  3  0 96  0  0
 2  0      0 129751120  33008 4349232    0    0     0     0 19826 33072  3  0 96  0  0
 0  0      0 129750624  33008 4349232    0    0     0     0 19383 32108  3  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 129750744  33008 4349232    0    0     0     0 19295 32401  3  0 96  0  0
 0  0      0 129749744  33008 4349224    0    0     0     0 20521 32765  3  0 96  0  0
 0  0      0 129751224  33008 4349324    0    0     0     0 19436 32358  3  0 96  0  0
 0  0      0 129749168  33008 4349324    0    0     0     0 19505 32215  3  0 96  0  0
 1  0      0 129750816  33008 4349304    0    0     0     4 20414 32660  3  1 96  0  0
 1  0      0 129750936  33008 4349304    0    0     0     0 19923 32812  3  0 96  0  0
 4  0      0 129750560  33008 4349304    0    0     0     0 19365 32223  3  0 96  0  0
10  0      0 129748640  33016 4349304    0    0     0    40 19974 32493  3  0 96  0  0
 1  0      0 129748976  33016 4349060    0    0     0     0 19195 31807  3  0 96  0  0
 0  0      0 129749104  33016 4349060    0    0     0    32 19338 32039  3  0 96  0  0
 4  0      0 129749352  33016 4349060    0    0     0     0 19446 32281  3  0 96  0  0
 0  0      0 129749352  33016 4349040    0    0     0     0 19309 32067  3  0 96  0  0
 1  0      0 129749376  33024 4349040    0    0     0    48 19497 32613  3  0 96  0  0
10  0      0 129749376  33024 4349040    0    0     0     0 19265 31969  3  0 96  0  0
 0  0      0 129749392  33024 4349040    0    0     0     0 19532 32199  3  0 96  0  0
 0  0      0 129749424  33024 4349040    0    0     0     0 20705 32753  3  0 96  0  0
 0  0      0 129748040  33024 4349172    0    0     0     0 19913 32539  3  0 96  0  0
 0  0      0 129746296  33024 4349172    0    0     0     0 19401 32201  3  0 96  0  0
 0  0      0 129745552  33024 4349124    0    0     0     0 19478 32262  3  0 96  0  0
 8  0      0 129745800  33024 4349124    0    0     0     0 19402 32109  3  0 96  0  0
 1  0      0 129745800  33024 4349124    0    0     0     0 19285 32074  3  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 3  0      0 129745800  33032 4349124    0    0     0    40 19403 32371  3  0 96  0  0
 8  0      0 129745920  33032 4349124    0    0     0     0 19336 32181  3  0 96  0  0
 5  0      0 129745920  33032 4349124    0    0     0     0 19319 32016  3  0 96  0  0
 1  0      0 129745920  33032 4349124    0    0     0     0 19196 32041  3  0 96  0  0
 0  0      0 129745920  33032 4349124    0    0     0     0 19372 32253  3  0 97  0  0
 0  0      0 129746048  33032 4349124    0    0     0     0 19396 32297  3  0 96  0  0
 4  0      0 129743808  33032 4348372    0    0     0     0 26509 32384  3  1 96  0  0
 1  0      0 129746192  33032 4347260    0    0     0     0 21590 32599  3  0 96  0  0
 0  0      0 129746312  33032 4347260    0    0     0     0 19405 32716  3  0 97  0  0
 4  0      0 129746432  33032 4347260    0    0     0     0 19416 32239  3  0 96  0  0
 3  0      0 129746432  33032 4347260    0    0     0     0 19266 31989  3  0 96  0  0
 0  0      0 129746576  33032 4347260    0    0     0     0 19347 32160  3  0 96  0  0
 7  0      0 129746624  33040 4347260    0    0     0    40 19399 32075  3  0 96  0  0
 1  0      0 129746752  33040 4347260    0    0     0     0 19850 32844  3  1 96  0  0
10  0      0 129746832  33040 4347260    0    0     0     0 19611 32187  3  0 96  0  0
 1  0      0 129746960  33040 4347260    0    0     0     0 19288 31988  3  0 96  0  0
 2  0      0 129747008  33040 4347264    0    0     0     0 20055 32551  3  0 96  0  0
 2  0      0 129747200  33040 4347108    0    0     0     0 19611 32323  3  0 96  0  0
 0  0      0 129747336  33040 4347108    0    0     0     0 19487 32174  3  0 96  0  0
16  0      0 129752000  33040 4341844    0    0     0     0 19491 32126  3  0 96  0  0
 3  0      0 129751920  33040 4341432    0    0     0     0 19400 31989  3  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 129752048  33040 4341432    0    0     0     0 19463 32203  3  0 96  0  0
 0  0      0 129752296  33048 4341432    0    0     0    40 19414 32101  3  0 96  0  0
 0  0      0 129752416  33048 4341432    0    0     0    40 19281 32146  3  0 97  0  0
 0  0      0 129752416  33048 4341432    0    0     0     0 19493 32118  3  0 96  0  0
 1  0      0 129752416  33048 4341432    0    0     0     0 19435 32372  3  0 96  0  0
 0  0      0 129749504  33048 4341432    0    0     0     0 20043 32554  3  0 96  0  0
 0  0      0 129749920  33048 4341420    0    0     0     0 19450 32147  3  0 96  0  0
 0  0      0 129750048  33048 4341420    0    0     0    12 19428 32114  3  0 96  0  0
 0  0      0 129750280  33048 4341420    0    0     0     0 19479 32273  3  0 96  0  0
 0  0      0 129750280  33048 4341420    0    0     0     0 19501 32634  3  0 96  0  0
 6  0      0 129750280  33048 4341420    0    0     0     0 19354 32030  3  0 96  0  0
 0  0      0 129750400  33056 4341420    0    0     0    48 19409 32099  3  0 96  0  0
 0  0      0 129750528  33056 4341420    0    0     0     0 19371 32232  3  0 96  0  0
 8  0      0 129750528  33056 4341420    0    0     0     0 19478 32199  3  0 96  0  0
 2  0      0 129749416  33056 4341420    0    0     0     0 20433 32685  3  0 96  0  0
 7  0      0 129748048  33056 4341428    0    0     0     0 19404 32121  3  0 96  0  0
 0  0      0 129748432  33056 4341428    0    0     0     0 19489 32508  3  0 97  0  0
 3  0      0 129748560  33056 4341428    0    0     0     0 19562 32635  3  0 96  0  0
 0  0      0 129748560  33056 4341428    0    0     0     0 19414 32144  3  0 96  0  0
 2  0      0 129747360  33060 4341352    0    0     0    48 20567 32693  3  0 96  0  0
 2  0      0 129748872  33060 4341420    0    0     0     0 19781 32405  3  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0      0 129749248  33060 4341420    0    0     0     0 19387 32094  3  0 96  0  0
 2  0      0 129748488  33060 4341488    0    0     0     0 20805 32996  3  1 96  0  0
 0  0      0 129748896  33060 4341488    0    0     0     0 19643 32219  3  0 96  0  0
 4  0      0 129749024  33060 4341488    0    0     0     0 19356 32255  3  0 96  0  0
 3  0      0 129747040  33064 4341584    0    0     0    40 20120 32597  3  0 96  0  0
 2  0      0 129747408  33064 4341424    0    0     0     0 19306 32105  3  0 96  0  0
 2  0      0 129747408  33064 4341424    0    0     0     0 19326 32044  3  0 96  0  0
 0  0      0 129747408  33064 4341424    0    0     0     0 19387 32210  3  0 96  0  0
 0  0      0 129747648  33064 4341424    0    0     0     0 19536 32303  3  0 96  0  0
 7  0      0 129747648  33064 4341424    0    0     0    40 19353 32058  3  0 96  0  0
20  0      0 129747776  33064 4341424    0    0     0     0 19173 31813  3  0 96  0  0
 1  0      0 129747408  33064 4341424    0    0     0     0 19359 32192  3  0 96  0  0
 4  0      0 129747104  33064 4341424    0    0     0     0 20684 32705  3  0 96  0  0
 9  0      0 129746336  33064 4341524    0    0     0     0 20056 32987  3  0 96  0  0
 0  0      0 129744688  33064 4341492    0    0     0     0 19536 32289  3  0 96  0  0
 2  0      0 129745136  33064 4341048    0    0     0     0 19344 32236  3  0 96  0  0
14  0      0 129745264  33064 4341048    0    0     0     0 19266 31969  3  0 96  0  0
 0  0      0 129745280  33064 4341048    0    0     0     0 19276 32026  3  0 97  0  0
 1  0      0 129745168  33072 4341048    0    0     0    40 19390 32062  3  0 96  0  0
 0  0      0 129745520  33072 4341048    0    0     0     0 19454 32205  3  0 96  0  0
 0  0      0 129745520  33072 4341048    0    0     0     0 19403 32093  3  0 96  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 4  0      0 129745520  33072 4341048    0    0     0    48 19481 32618  3  0 96  0  0
