procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
116  0      0 155935488  42520 4527576    0    0     0     0 13109 12828  2  0 97  0  0
 8  0      0 155930032  42520 4527708    0    0     0     0 12432 11827  2  0 97  0  0
97  0      0 155929728  42520 4527844    0    0     0     8 12236 10967  2  0 98  0  0
10  0      0 155929600  42520 4528044    0    0     0     0 12095 12320  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
15  0      0 155929344  42520 4528016    0    0     0     0 11777 13544  2  0 98  0  0
34  0      0 155928928  42528 4527716    0    0     0    56 13157 12623  2  0 98  0  0
14  0      0 155927904  42528 4527960    0    0     0     0 12437 11584  2  0 97  0  0
88  0      0 155927824  42528 4528008    0    0     0     0 12590 11748  2  0 97  0  0
11  0      0 155927104  42528 4528012    0    0     0     0 12221 11604  2  0 97  0  0
 1  0      0 155927104  42528 4528012    0    0     0     0 12139 13047  2  0 98  0  0
50  0      0 155927168  42528 4528652    0    0     0     0 12426 11970  2  0 97  0  0
23  0      0 155924144  42536 4528660    0    0     0    40 12428 12090  2  0 97  0  0
 0  0      0 155923936  42536 4528892    0    0     0    76 12436 12727  2  0 98  0  0
11  0      0 155923968  42536 4528892    0    0     0     0 11216 14597  2  0 98  0  0
10  0      0 155923968  42536 4528900    0    0     0     0 11786 14629  2  0 98  0  0
88  0      0 155924208  42536 4528900    0    0     0     0 12785 12193  2  0 97  0  0
40  0      0 155924208  42536 4528900    0    0     0     0 12287 12249  2  0 97  0  0
53  0      0 155923664  42536 4528908    0    0     0     0 11792 11445  2  0 97  0  0
11  0      0 155922608  42544 4528900    0    0     0    36 12309 11036  2  0 97  0  0
 8  0      0 155922608  42544 4528900    0    0     0     0 11933 13036  2  0 98  0  0
56  0      0 155921568  42544 4528900    0    0     0     0 12534 12097  2  0 98  0  0
30  0      0 155919168  42544 4528900    0    0     0     0 12915 12421  2  0 97  0  0
 0  0      0 155918480  42544 4529652    0    0     0     0 13130 13224  2  0 98  0  0
 7  0      0 155918480  42544 4529652    0    0     0     0 11395 13903  2  0 98  0  0
 2  0      0 155918480  42544 4530404    0    0     0     0 11662 14030  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
120  0      0 155918976  42544 4530404    0    0     0     0 11894 11411  2  0 97  0  0
29  0      0 155918976  42544 4530404    0    0     0     0 12803 11372  2  0 97  0  0
54  0      0 155918464  42544 4530404    0    0     0     0 12357 11433  2  0 97  0  0
25  0      0 155917440  42552 4530396    0    0     0    40 11912 11856  2  0 98  0  0
 9  0      0 155915744  42552 4530396    0    0     0     0 12391 13574  2  0 98  0  0
13  0      0 155915232  42552 4530396    0    0     0     0 12196 11827  2  0 97  0  0
22  0      0 155913296  42552 4530396    0    0     0     0 12680 11374  2  0 97  0  0
10  0      0 155913296  42552 4530396    0    0     0    12 12296 12372  2  0 98  0  0
 9  0      0 155913024  42552 4530396    0    0     0     0 11930 14428  2  0 98  0  0
 2  0      0 155913024  42552 4530396    0    0     0     0 11481 13706  2  0 98  0  0
65  0      0 155913072  42560 4530388    0    0     0    40 13162 12477  2  0 97  0  0
31  0      0 155913072  42560 4531128    0    0     0     0 12858 12274  2  0 97  0  0
30  0      0 155912896  42560 4531340    0    0     0     0 12734 12068  2  0 97  0  0
11  0      0 155911936  42560 4531464    0    0     0     0 12188 10960  2  0 97  0  0
 9  0      0 155912048  42560 4531464    0    0     0     0 11989 12946  2  0 98  0  0
11  0      0 155911008  42568 4531456    0    0     0    20 12535 11981  2  0 97  0  0
 5  0      0 155908016  42568 4532088    0    0     0     0 14180 13322  2  0 97  0  0
 0  0      0 155908352  42568 4532304    0    0     0     0 12413 12730  2  0 98  0  0
12  0      0 155908496  42568 4532304    0    0     0     0 11265 13978  2  0 98  0  0
 3  0      0 155908512  42568 4532304    0    0     0     0 11439 14019  2  0 98  0  0
182  0      0 155908848  42568 4532304    0    0     0     0 12354 11904  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
14  0      0 155908320  42576 4532300    0    0     0    40 13648 12564  2  0 97  0  0
 6  0      0 155908320  42576 4532300    0    0     0     4 12343 12070  2  0 97  0  0
20  0      0 155908320  42576 4532300    0    0     0     0 12057 11769  2  0 98  0  0
19  0      0 155907792  42576 4532300    0    0     0     0 11968 12571  2  0 98  0  0
26  0      0 155907264  42576 4532300    0    0     0     0 12450 12106  2  0 97  0  0
47  0      0 155902720  42584 4533044    0    0     0    44 13721 11522  2  0 97  0  0
 7  0      0 155902720  42584 4533044    0    0     0    20 12166 12783  2  0 98  0  0
 8  0      0 155902720  42584 4533044    0    0     0     0 11415 14509  2  0 98  0  0
11  0      0 155902720  42584 4533044    0    0     0     0 11486 13688  2  0 98  0  0
31  0      0 155902720  42584 4533044    0    0     0     0 12466 11660  2  0 97  0  0
22  0      0 155902720  42592 4533044    0    0     0    40 12345 11569  2  0 97  0  0
 7  0      0 155902720  42592 4533044    0    0     0    16 12552 12433  2  0 97  0  0
24  0      0 155902192  42592 4533796    0    0     0     0 12097 11470  2  0 97  0  0
 6  0      0 155902192  42592 4533796    0    0     0     0 11722 12714  2  0 98  0  0
278  0      0 155901680  42592 4533796    0    0     0     0 12837 11811  2  0 97  0  0
35  0      0 155899056  42592 4534548    0    0     0     0 12179 11446  2  0 97  0  0
 1  0      0 155899056  42592 4534548    0    0     0     0 12114 13366  2  0 98  0  0
14  0      0 155899056  42600 4534540    0    0     0    24 11313 14279  2  0 98  0  0
 9  0      0 155901152  42600 4534516    0    0     0     0 11308 13870  2  0 98  0  0
 6  0      0 155900128  42600 4534516    0    0     0     0 12697 11783  2  0 97  0  0
15  0      0 155899152  42600 4534696    0    0     0     0 13661 12572  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 155899072  42600 4534792    0    0     0     4 12415 12506  2  0 98  0  0
16  0      0 155897360  42600 4534792    0    0     0     0 12247 11839  2  0 97  0  0
17  0      0 155897264  42600 4534712    0    0     0     0 12264 12616  2  0 97  0  0
32  0      0 155892704  42608 4534708    0    0     0    40 12079 11599  2  0 97  0  0
157  0      0 155888816  42608 4534708    0    0     0     0 12258 11287  2  0 97  0  0
41  0      0 155888816  42608 4534708    0    0     0     0 11472 10984  2  0 97  0  0
10  0      0 155888816  42608 4534708    0    0     0     0 11968 13223  2  0 98  0  0
 8  0      0 155888816  42608 4534708    0    0     0     0 11540 13545  2  0 98  0  0
68  0      0 155889344  42616 4535636    0    0     0    20 16671 15772  3  1 97  0  0
21  0      0 155889280  42616 4535660    0    0     0     0 17989 20818  2  0 97  0  0
35  0      0 155889488  42616 4535800    0    0     0     0 14031 14133  2  0 97  0  0
17  0      0 155889664  42616 4535800    0    0     0     0 12449 11675  2  0 97  0  0
19  0      0 155888656  42616 4535800    0    0     0     0 11771 12847  2  0 98  0  0
77  0      0 155888096  42616 4536396    0    0     0     0 12258 11216  2  0 97  0  0
20  0      0 155885776  42624 4536396    0    0     0    12 12735 12056  2  0 98  0  0
12  0      0 155885792  42624 4536584    0    0     0     0 12365 13139  2  0 98  0  0
11  0      0 155885312  42624 4536588    0    0     0     0 12513 14574  2  0 98  0  0
 0  0      0 155885840  42624 4536580    0    0     0     0 11634 13722  2  0 98  0  0
19  0      0 155885984  42624 4536580    0    0     0     0 13424 13013  2  0 98  0  0
14  0      0 155885984  42624 4536580    0    0     0     0 11748 11437  2  0 97  0  0
52  0      0 155885472  42624 4536580    0    0     0    12 12245 11505  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
31  0      0 155884912  42632 4537324    0    0     0    40 11914 11322  2  0 97  0  0
12  0      0 155882112  42632 4537316    0    0     0     0 11958 13027  2  0 98  0  0
14  0      0 155882784  42632 4537316    0    0     0     0 13653 12446  2  0 97  0  0
39  0      0 155880384  42632 4537316    0    0     0     0 12583 11794  2  0 97  0  0
 6  0      0 155879328  42632 4537316    0    0     0     0 12155 12606  2  0 98  0  0
 6  0      0 155879328  42632 4537316    0    0     0     0 11691 14320  2  0 98  0  0
 0  0      0 155879600  42632 4537316    0    0     0     0 12338 13996  2  0 98  0  0
79  0      0 155878880  42640 4537308    0    0     0    40 14089 12261  2  0 97  0  0
14  0      0 155880592  42640 4537900    0    0     0     0 12174 11959  2  0 98  0  0
20  0      0 155880384  42640 4538180    0    0     0    20 12329 11823  2  0 98  0  0
21  0      0 155879888  42640 4538180    0    0     0     0 12256 11740  2  0 97  0  0
20  0      0 155878864  42640 4538180    0    0     0     0 11807 12765  2  0 98  0  0
11  0      0 155878336  42640 4538180    0    0     0     0 12496 11873  2  0 97  0  0
18  0      0 155874240  42648 4538180    0    0     0    52 13378 12532  2  0 97  0  0
 0  0      0 155874240  42648 4538180    0    0     0     0 12428 12470  2  0 98  0  0
 6  0      0 155874240  42648 4538180    0    0     0     0 11482 13964  2  0 98  0  0
 5  0      0 155874240  42648 4538180    0    0     0     0 11591 13732  2  0 98  0  0
22  0      0 155874240  42648 4538180    0    0     0     0 12793 11398  2  0 97  0  0
29  0      0 155873680  42656 4538924    0    0     0    40 13048 12232  2  0 97  0  0
18  0      0 155873680  42656 4539676    0    0     0    12 12739 11568  2  0 97  0  0
 9  0      0 155874960  42656 4539688    0    0     0     0 11959 11631  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
62  0      0 155874960  42656 4539696    0    0     0     0 11988 12736  2  0 98  0  0
35  0      0 155874288  42656 4539944    0    0     0     0 12824 12543  2  0 97  0  0
26  0      0 155871056  42664 4539940    0    0     0    40 13338 11525  2  0 97  0  0
 9  0      0 155871056  42664 4539940    0    0     0     0 12202 12863  2  0 98  0  0
 9  0      0 155870544  42664 4539940    0    0     0     0 11398 14334  2  0 98  0  0
18  0      0 155871088  42664 4540368    0    0     0     0 11514 13740  2  0 98  0  0
71  0      0 155871088  42664 4540368    0    0     0     0 12176 11413  2  0 97  0  0
 9  0      0 155870688  42672 4540484    0    0     0    36 12683 12428  2  0 98  0  0
29  0      0 155870688  42672 4540484    0    0     0     0 12448 12242  2  0 98  0  0
25  0      0 155870688  42672 4540484    0    0     0     0 12275 12096  2  0 97  0  0
17  0      0 155869440  42672 4540484    0    0     0     0 11943 13066  2  0 98  0  0
25  0      0 155867904  42672 4540484    0    0     0     0 14163 12910  2  0 97  0  0
23  0      0 155865248  42672 4540484    0    0     0     0 12909 11428  2  0 97  0  0
 7  0      0 155865248  42672 4540484    0    0     0    12 12313 12521  2  0 98  0  0
 2  0      0 155865248  42672 4540484    0    0     0     0 11583 14003  2  0 98  0  0
 7  0      0 155865248  42672 4540484    0    0     0     0 11683 13633  2  0 98  0  0
16  0      0 155865888  42672 4541688    0    0     0     0 13001 12389  2  0 97  0  0
11  0      0 155863776  42680 4541792    0    0     0    48 12397 11864  2  0 97  0  0
11  0      0 155857440  42680 4541732    0    0     0     0 12526 12978  2  0 97  0  0
115  0      0 155857440  42680 4541732    0    0     0     0 12189 10957  2  0 97  0  0
34  0      0 155855088  42680 4541732    0    0     0     0 12599 11500  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
112  0      0 155854384  42680 4541948    0    0     0     0 12843 12101  2  0 97  0  0
16  0      0 155849072  42688 4542116    0    0     0    40 11561 11200  2  0 97  0  0
26  0      0 155847552  42688 4542808    0    0     0    16 12073 10950  2  0 98  0  0
 1  0      0 155847328  42688 4542808    0    0     0     0 11599 13727  2  0 98  0  0
14  0      0 155847328  42688 4542808    0    0     0     0 11692 13566  2  0 98  0  0
105  0      0 155847696  42688 4542932    0    0     0     0 12756 12371  2  0 97  0  0
58  0      0 155846688  42688 4543008    0    0     0     0 13006 12068  2  0 97  0  0
24  0      0 155846832  42688 4543012    0    0     0     0 12357 11268  2  0 98  0  0
26  0      0 155846832  42696 4543004    0    0     0    24 12363 11867  2  0 97  0  0
18  0      0 155845776  42696 4543004    0    0     0     0 12124 12412  2  0 98  0  0
 6  0      0 155844624  42696 4543004    0    0     0     0 12119 11704  2  0 97  0  0
50  0      0 155842496  42696 4543004    0    0     0     0 12711 11784  2  0 97  0  0
 0  0      0 155842496  42696 4543756    0    0     0     0 11919 12537  2  0 98  0  0
 0  0      0 155841504  42696 4543756    0    0     0     0 12807 14766  2  0 98  0  0
16  0      0 155841504  42696 4543756    0    0     0     0 11867 14230  2  0 98  0  0
14  0      0 155842736  42696 4543940    0    0     0     0 12467 11663  2  0 97  0  0
18  0      0 155842752  42696 4543992    0    0     0     0 12698 11727  2  0 98  0  0
28  0      0 155842528  42696 4544212    0    0     0     0 12222 12002  2  0 97  0  0
34  0      0 155841536  42704 4544204    0    0     0    40 12704 12495  2  0 98  0  0
10  0      0 155841536  42704 4544204    0    0     0     0 11656 12781  2  0 98  0  0
74  0      0 155839504  42704 4544204    0    0     0     0 13232 12534  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
22  0      0 155837264  42704 4544204    0    0     0     0 12588 11841  2  0 97  0  0
11  0      0 155837264  42704 4544204    0    0     0    16 11831 12860  2  0 98  0  0
 3  0      0 155837264  42704 4544204    0    0     0     0 11794 15117  2  0 98  0  0
15  0      0 155837424  42704 4545092    0    0     0     0 12593 14026  2  0 98  0  0
82  0      0 155839104  42712 4545184    0    0     0    40 12634 11443  2  0 97  0  0
 6  0      0 155839168  42712 4545200    0    0     0     0 13788 12236  2  0 97  0  0
36  0      0 155839152  42712 4545268    0    0     0    12 12321 11984  2  0 98  0  0
26  0      0 155838624  42712 4545268    0    0     0     0 12504 11646  2  0 97  0  0
26  0      0 155838112  42712 4545268    0    0     0     0 11977 12573  2  0 98  0  0
32  0      0 155837184  42712 4545164    0    0     0     0 12367 12391  2  0 97  0  0
98  0      0 155833920  42720 4545940    0    0     0    44 14189 12334  2  0 97  0  0
 4  0      0 155833920  42720 4545940    0    0     0     0 12198 12886  2  0 98  0  0
 5  0      0 155833920  42720 4545940    0    0     0     0 11558 13859  2  0 98  0  0
 4  0      0 155833920  42720 4545940    0    0     0     0 11701 13615  2  0 98  0  0
67  0      0 155833920  42720 4545940    0    0     0     0 12216 11130  2  0 97  0  0
 7  0      0 155836336  42728 4546424    0    0     0    40 13593 12821  2  0 97  0  0
22  0      0 155836800  42728 4546572    0    0     0     0 12834 12039  2  0 97  0  0
21  0      0 155835952  42728 4546860    0    0     0     0 12412 12178  2  0 98  0  0
37  0      0 155836064  42728 4546860    0    0     0     0 11890 13163  2  0 98  0  0
30  0      0 155835264  42728 4547064    0    0     0     0 12579 11992  2  0 98  0  0
24  0      0 155832320  42736 4547084    0    0     0    40 13618 11869  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0      0 155832320  42736 4547084    0    0     0     0 12140 12647  2  0 98  0  0
 6  0      0 155831808  42736 4547084    0    0     0     0 11546 13842  2  0 98  0  0
18  0      0 155831808  42736 4547084    0    0     0     0 11708 13157  2  0 98  0  0
58  0      0 155833072  42736 4547428    0    0     0     0 12116 11233  2  0 97  0  0
19  0      0 155832912  42736 4547532    0    0     0     0 12262 12073  2  0 98  0  0
27  0      0 155832864  42744 4547776    0    0     0    56 12735 11772  2  0 97  0  0
20  0      0 155832448  42744 4547776    0    0     0     0 12705 12044  2  0 98  0  0
109  0      0 155831904  42744 4547776    0    0     0     0 12013 12804  2  0 98  0  0
17  0      0 155830800  42744 4547776    0    0     0     0 12259 11553  2  0 97  0  0
94  0      0 155827584  42744 4547776    0    0     0     0 12700 11756  2  0 97  0  0
19  0      0 155828368  42744 4548596    0    0     0     0 12389 12125  2  0 98  0  0
 5  0      0 155828400  42752 4548600    0    0     0    32 11935 12529  2  0 98  0  0
18  0      0 155829136  42752 4548616    0    0     0     0 12009 13438  2  0 98  0  0
17  0      0 155828176  42752 4548772    0    0     0     0 13336 11275  2  0 97  0  0
18  0      0 155828672  42752 4548772    0    0     0     0 13296 11984  2  0 97  0  0
23  0      0 155828816  42752 4548548    0    0     0     4 13720 12004  2  0 97  0  0
26  0      0 155827808  42752 4548548    0    0     0     0 13124 12205  2  0 97  0  0
25  0      0 155825968  42752 4549116    0    0     0     0 12653 13690  2  0 98  0  0
49  0      0 155825696  42752 4549344    0    0     0     0 12534 11603  2  0 98  0  0
36  0      0 155823104  42760 4549336    0    0     0    40 12681 12160  2  0 97  0  0
18  0      0 155823632  42760 4549336    0    0     0    48 12318 13196  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
13  0      0 155823632  42760 4549336    0    0     0     0 11644 14312  2  0 98  0  0
12  0      0 155823632  42760 4549336    0    0     0     0 11995 13686  2  0 98  0  0
11  0      0 155824320  42760 4549588    0    0     0     0 18415 17582  3  1 96  0  0
29  0      0 155824320  42760 4549588    0    0     0     0 15175 14863  2  0 97  0  0
21  0      0 155824160  42760 4549928    0    0     0     0 12544 11679  2  0 97  0  0
18  0      0 155824144  42760 4550040    0    0     0     0 12535 11662  2  0 97  0  0
127  0      0 155824128  42760 4550040    0    0     0     0 12012 12705  2  0 98  0  0
51  0      0 155823168  42760 4550316    0    0     0     0 11952 11657  2  0 97  0  0
 4  0      0 155821136  42768 4550380    0    0     0    20 12841 11972  2  0 97  0  0
 6  0      0 155821136  42768 4550380    0    0     0     0 12120 12675  2  0 98  0  0
 3  0      0 155820288  42768 4550384    0    0     0     0 13132 15116  2  0 98  0  0
 8  0      0 155821552  42768 4550648    0    0     0     0 11914 13672  2  0 98  0  0
13  0      0 155821552  42768 4550648    0    0     0     0 12743 11223  2  0 97  0  0
14  0      0 155821408  42768 4550996    0    0     0     0 12590 12218  2  0 98  0  0
24  0      0 155821440  42768 4550996    0    0     0     0 12350 11724  2  0 97  0  0
14  0      0 155821024  42768 4551120    0    0     0     0 12584 12294  2  0 97  0  0
10  0      0 155820496  42776 4551112    0    0     0    40 12011 12816  2  0 98  0  0
36  0      0 155820624  42776 4551112    0    0     0     0 13523 12569  2  0 97  0  0
23  0      0 155816416  42776 4551112    0    0     0     0 12714 12051  2  0 97  0  0
 3  0      0 155816416  42776 4551112    0    0     0     0 12095 13182  2  0 98  0  0
10  0      0 155816416  42776 4551112    0    0     0     0 11627 14602  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 8  0      0 155816128  42776 4551112    0    0     0     0 12802 13696  2  0 98  0  0
196  0      0 155816080  42784 4551664    0    0     0    40 13252 11905  2  0 97  0  0
36  0      0 155816080  42784 4551664    0    0     0     0 12677 11417  2  0 97  0  0
22  0      0 155815584  42784 4551948    0    0     0    16 12112 11510  2  0 97  0  0
16  0      0 155815072  42784 4551948    0    0     0     0 12158 11352  2  0 97  0  0
29  0      0 155814000  42784 4551952    0    0     0     0 11875 12655  2  0 98  0  0
27  0      0 155813312  42784 4552016    0    0     0     0 12255 12164  2  0 97  0  0
11  0      0 155810352  42792 4552008    0    0     0    48 13640 12312  2  0 97  0  0
 8  0      0 155810352  42792 4552008    0    0     0     0 12394 13075  2  0 98  0  0
 2  0      0 155810352  42792 4552008    0    0     0     0 11888 14104  2  0 98  0  0
 8  0      0 155811392  42792 4553124    0    0     0     0 11828 13479  2  0 98  0  0
103  0      0 155811168  42792 4553188    0    0     0     0 12563 12732  2  0 97  0  0
25  0      0 155810624  42800 4553180    0    0     0    40 13650 12111  2  0 97  0  0
16  0      0 155810624  42800 4553180    0    0     0    12 13136 12337  2  0 97  0  0
 9  0      0 155810112  42800 4553180    0    0     0     0 12346 12196  2  0 97  0  0
22  0      0 155810112  42800 4553180    0    0     0     0 12347 12824  2  0 98  0  0
24  0      0 155810880  42800 4554040    0    0     0     0 12419 11729  2  0 97  0  0
50  0      0 155808160  42808 4554032    0    0     0    44 13416 11381  2  0 97  0  0
 9  0      0 155807936  42808 4554360    0    0     0    20 12475 13562  2  0 98  0  0
 5  0      0 155808048  42808 4554360    0    0     0     0 11564 14775  2  0 98  0  0
23  0      0 155808560  42808 4554360    0    0     0     0 12188 13387  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
27  0      0 155808048  42808 4554360    0    0     0     0 13098 11829  2  0 97  0  0
23  0      0 155808048  42808 4554360    0    0     0     0 12620 11851  2  0 98  0  0
28  0      0 155808048  42816 4554352    0    0     0    36 12402 12109  2  0 97  0  0
20  0      0 155806928  42816 4554352    0    0     0     0 12618 12569  2  0 98  0  0
75  0      0 155806416  42816 4554352    0    0     0     0 12191 12484  2  0 98  0  0
23  0      0 155805184  42816 4554352    0    0     0     0 12876 12191  2  0 97  0  0
25  0      0 155798432  42816 4555484    0    0     0     0 13158 12322  2  0 97  0  0
10  0      0 155799264  42816 4555484    0    0     0     0 12513 13319  2  0 98  0  0
 9  0      0 155799008  42816 4555524    0    0     0     0 11697 14249  2  0 98  0  0
12  0      0 155793568  42816 4555524    0    0     0     0 12022 13055  2  0 98  0  0
84  0      0 155791984  42816 4555576    0    0     0     0 12668 11195  2  0 97  0  0
61  0      0 155789600  42816 4555688    0    0     0     0 13553 11731  2  0 97  0  0
273  0      0 155782608  42824 4555932    0    0     0    48 13734 11877  2  0 97  0  0
 9  0      0 155777680  42824 4555932    0    0     0     0 12662 12066  2  0 97  0  0
 4  0      0 155775504  42824 4556000    0    0     0     0 12857 11748  2  0 97  0  0
17  0      0 155774112  42824 4556092    0    0     0     0 12659 11977  2  0 97  0  0
16  0      0 155769696  42824 4556228    0    0     0     0 12230 11793  2  0 98  0  0
20  0      0 155769952  42832 4556224    0    0     0    68 12632 11068  2  0 97  0  0
 3  0      0 155802720  42832 4556224    0    0     0     0 11718 12853  2  0 98  0  0
16  0      0 155804240  42832 4556224    0    0     0     0 12199 13339  2  0 98  0  0
27  0      0 155806208  42832 4556416    0    0     0     0 12682 11750  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
44  0      0 155810560  42832 4556580    0    0     0     0 12016 11599  2  0 97  0  0
50  0      0 155811520  42832 4556740    0    0     0     0 12853 11561  2  0 97  0  0
45  0      0 155812656  42840 4556988    0    0     0    24 12107 11705  2  0 97  0  0
17  0      0 155811792  42840 4557080    0    0     0     0 11942 12373  2  0 98  0  0
15  0      0 155811648  42840 4557440    0    0     0     0 12432 11885  2  0 97  0  0
12  0      0 155808864  42840 4557440    0    0     0     0 12654 12026  2  0 97  0  0
 5  0      0 155808864  42840 4557440    0    0     0     4 11902 13205  2  0 98  0  0
 1  0      0 155807920  42840 4557440    0    0     0     0 12981 14861  2  0 98  0  0
30  0      0 155807920  42840 4557440    0    0     0     0 12284 13034  2  0 98  0  0
24  0      0 155808272  42840 4557628    0    0     0     0 12136 11028  2  0 97  0  0
33  0      0 155808192  42840 4557800    0    0     0     0 12823 12323  2  0 98  0  0
31  0      0 155807600  42840 4557988    0    0     0    20 12551 11511  2  0 97  0  0
15  0      0 155807600  42848 4557980    0    0     0    40 12645 12646  2  0 98  0  0
48  0      0 155806544  42848 4557980    0    0     0     0 11521 12393  2  0 98  0  0
12  0      0 155800480  42856 4557972    0    0     0    48 14064 12269  2  0 97  0  0
25  0      0 155802400  42856 4557972    0    0     0     0 13025 11924  2  0 97  0  0
10  0      0 155802400  42856 4557972    0    0     0    12 12011 13548  2  0 98  0  0
 9  0      0 155802416  42856 4557972    0    0     0     0 12778 16852  2  0 98  0  0
56  0      0 155803840  42856 4559068    0    0     0     0 12708 13022  2  0 98  0  0
19  0      0 155802384  42864 4559060    0    0     0    40 12997 11857  2  0 97  0  0
29  0      0 155803312  42864 4559136    0    0     0     0 13739 12045  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
19  0      0 155803232  42864 4559200    0    0     0     0 13067 12158  2  0 97  0  0
16  0      0 155802720  42864 4559200    0    0     0     0 12301 11777  2  0 97  0  0
29  0      0 155801696  42864 4559200    0    0     0     0 11650 12131  2  0 98  0  0
15  0      0 155808240  42872 4559204    0    0     0    40 12214 11555  2  0 97  0  0
44  0      0 155803296  42872 4559204    0    0     0     0 14120 12830  2  0 97  0  0
 5  0      0 155805216  42872 4560148    0    0     0     0 12009 13503  2  0 98  0  0
 6  0      0 155805504  42872 4560160    0    0     0     0 11593 13973  2  0 98  0  0
25  0      0 155805536  42872 4560160    0    0     0     0 12878 13278  2  0 98  0  0
45  0      0 155806400  42872 4560212    0    0     0     0 12211 11797  2  0 97  0  0
32  0      0 155806624  42880 4560256    0    0     0    40 13649 11912  2  0 97  0  0
21  0      0 155806208  42880 4560384    0    0     0     0 12757 11879  2  0 97  0  0
29  0      0 155806208  42880 4560384    0    0     0     0 12725 12140  2  0 97  0  0
21  0      0 155805696  42880 4560352    0    0     0     0 12240 12476  2  0 98  0  0
15  0      0 155805280  42880 4560352    0    0     0     0 12682 12187  2  0 98  0  0
14  0      0 155801152  42888 4560344    0    0     0    44 13265 11899  2  0 97  0  0
 1  0      0 155801152  42888 4560344    0    0     0     0 11683 14058  2  0 98  0  0
11  0      0 155801744  42888 4561192    0    0     0     0 11617 15222  2  0 98  0  0
80  0      0 155802560  42888 4561176    0    0     0     0 11949 12602  2  0 98  0  0
 5  0      0 155802560  42888 4561176    0    0     0     0 12583 11334  2  0 98  0  0
39  0      0 155802800  42896 4561368    0    0     0    16 12529 12139  2  0 97  0  0
 5  0      0 155802752  42896 4561408    0    0     0    16 12175 11822  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
10  0      0 155802240  42896 4561408    0    0     0     0 12505 12264  2  0 98  0  0
