procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
46  0      0 156157824  42240 4493736    0    0     0     0 12057 11687  2  0 97  0  0
44  0      0 156155072  42240 4493736    0    0     0     0 10292 10237  2  0 97  0  0
167  0      0 156142592  42248 4498240    0    0     0    40 12570 11113  2  0 97  0  0
131  0      0 156135520  42248 4498240    0    0     0     0 12050 11415  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0      0 156133136  42248 4498240    0    0     0     0 12895 11460  2  0 97  0  0
22  0      0 156124000  42248 4498992    0    0     0     0 11947 11783  2  0 98  0  0
12  0      0 156117536  42248 4500124    0    0     0     0 14472 17779  2  0 97  0  0
 6  0      0 156112272  42248 4500388    0    0     0     0 12179 11359  2  0 98  0  0
163  0      0 156104352  42248 4500532    0    0     0     0 14296 12637  2  0 97  0  0
72  0      0 156100256  42248 4500532    0    0     0     0 12191 11156  2  0 97  0  0
135  0      0 156097520  42248 4500532    0    0     0     0 11409 10812  2  0 97  0  0
10  0      0 156090848  42248 4501436    0    0     0     0 12562 12301  2  0 97  0  0
22  0      0 156086240  42248 4501544    0    0     0     0 11645 11299  2  0 97  0  0
15  0      0 156080752  42248 4501696    0    0     0     4 14043 12342  2  0 97  0  0
13  0      0 156078736  42248 4501696    0    0     0     0 12000 11867  2  0 98  0  0
12  0      0 156063424  42248 4502008    0    0     0     0 11355 12666  2  0 97  0  0
 5  0      0 155984800  42248 4502740    0    0     0     0 12014 11728  2  0 97  0  0
 9  0      0 155980624  42248 4502816    0    0     0     0 11782 11082  2  0 98  0  0
16  0      0 155976448  42256 4502812    0    0     0    40 12197 12022  2  0 98  0  0
65  0      0 155970640  42256 4502812    0    0     0     0 11506 11145  2  0 97  0  0
25  0      0 155967280  42256 4503772    0    0     0     0 12462 12044  2  0 97  0  0
10  0      0 155959168  42256 4504636    0    0     0     0 12933 12875  2  0 97  0  0
67  0      0 155952224  42256 4505932    0    0     0     0 11710 10970  2  0 98  0  0
28  0      0 155950176  42256 4506724    0    0     0    12 13989 12213  3  0 97  0  0
94  0      0 155946096  42256 4507540    0    0     0     0 17493 18658  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 7  0      0 155922032  42264 4525556    0    0     0    44 15812 18569  2  0 97  0  0
46  0      0 155911728  42264 4535948    0    0     0     0 12241 11813  2  0 98  0  0
68  0      0 155910688  42264 4537064    0    0     0     0 12409 10944  2  0 97  0  0
60  0      0 155909776  42272 4538696    0    0     0    52 12475 11408  2  0 97  0  0
284  0      0 155906432  42272 4542156    0    0     0     0 12765 11341  2  0 97  0  0
18  0      0 155905008  42280 4543468    0    0     0    56 12210 11675  2  0 97  0  0
20  0      0 155893984  42280 4554056    0    0     0     0 12892 12281  2  0 97  0  0
13  0      0 155890880  42280 4554484    0    0     0     0 12682 12021  2  0 97  0  0
32  0      0 155891024  42280 4554484    0    0     0    20 12552 12200  2  0 97  0  0
 8  0      0 155882128  42280 4563508    0    0     0     0 11910 12499  2  0 98  0  0
19  0      0 155860864  42280 4584236    0    0     0     0 11182 11764  2  0 98  0  0
126  0      0 155850272  42288 4592360    0    0     0    40 26110 41224  2  1 97  0  0
29  0      0 155850160  42288 4592564    0    0     0     0 12707 11310  2  0 97  0  0
28  0      0 155848064  42288 4595616    0    0     0     0 12648 12092  2  0 98  0  0
13  0      0 155847152  42288 4596040    0    0     0     0 12346 12002  2  0 98  0  0
49  0      0 155846128  42288 4597544    0    0     0     0 12095 11317  2  0 97  0  0
227  0      0 155833328  42296 4609128    0    0     0    44 21636 33169  2  1 97  0  0
24  0      0 155913840  42296 4522656    0    0     0     0 12323 11526  2  0 97  0  0
22  0      0 155932480  42296 4504808    0    0     0     0 12501 12122  2  0 97  0  0
 8  0      0 155932704  42296 4504824    0    0     0     0 11633 13283  2  0 98  0  0
14  0      0 155932704  42296 4504824    0    0     0     0 11543 14918  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
19  0      0 155932704  42304 4504820    0    0     0    36 12582 12677  2  0 98  0  0
23  0      0 155933216  42304 4504820    0    0     0     0 11593 10864  2  0 97  0  0
14  0      0 155933216  42304 4504820    0    0     0     0 12733 12267  2  0 97  0  0
123  0      0 155933216  42304 4504820    0    0     0     0 12364 11202  2  0 97  0  0
 3  0      0 155933216  42304 4505572    0    0     0     0 11985 12509  2  0 98  0  0
29  0      0 155932208  42304 4505572    0    0     0     0 11774 13224  2  0 98  0  0
25  0      0 155930080  42304 4505572    0    0     0     0 13176 12583  2  0 97  0  0
19  0      0 155929584  42304 4505572    0    0     0     4 12426 11641  2  0 97  0  0
 7  0      0 155929584  42304 4506324    0    0     0     0 11503 12984  2  0 98  0  0
19  0      0 155929728  42304 4506324    0    0     0     0 11888 14153  2  0 98  0  0
138  0      0 155927968  42304 4506324    0    0     0     0 12092 12058  2  0 98  0  0
29  0      0 155927968  42304 4506324    0    0     0     0 12405 11489  2  0 97  0  0
47  0      0 155928496  42312 4506316    0    0     0    44 12631 12340  2  0 97  0  0
36  0      0 155928560  42312 4506316    0    0     0     0 12486 11790  2  0 97  0  0
10  0      0 155928064  42312 4506316    0    0     0     0 12813 12521  2  0 97  0  0
10  0      0 155928064  42312 4506316    0    0     0     0 11689 13014  2  0 98  0  0
20  0      0 155925920  42312 4507384    0    0     0     0 13733 12026  2  0 97  0  0
11  0      0 155926144  42312 4507536    0    0     0    40 12771 11943  2  0 97  0  0
13  0      0 155926400  42320 4507536    0    0     0    60 11577 13289  2  0 98  0  0
10  0      0 155926496  42320 4507536    0    0     0     0 11396 14151  2  0 98  0  0
34  0      0 155926496  42320 4507536    0    0     0     0 11797 12337  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
43  0      0 155927104  42320 4507588    0    0     0     0 19458 19879  3  1 96  0  0
 9  0      0 155926992  42320 4507744    0    0     0    44 13390 13291  2  0 97  0  0
44  0      0 155927024  42320 4507744    0    0     0     0 11971 11227  2  0 97  0  0
 1  0      0 155925984  42320 4507744    0    0     0     0 12299 13099  2  0 98  0  0
72  0      0 155924896  42328 4507736    0    0     0    20 11527 12090  2  0 98  0  0
28  0      0 155922784  42328 4507736    0    0     0     0 12884 12077  2  0 97  0  0
16  0      0 155921136  42328 4507740    0    0     0     0 13973 12488  2  0 97  0  0
10  0      0 155921136  42328 4507740    0    0     0     0 11501 13621  2  0 98  0  0
 9  0      0 155921136  42328 4507740    0    0     0     0 11319 14668  2  0 98  0  0
77  0      0 155921136  42328 4507740    0    0     0     0 12516 13157  2  0 98  0  0
12  0      0 155921136  42328 4507740    0    0     0     0 11751 11279  2  0 97  0  0
16  0      0 155921136  42336 4508484    0    0     0    40 12664 12126  2  0 98  0  0
17  0      0 155920640  42336 4508484    0    0     0     0 12169 11370  2  0 97  0  0
14  0      0 155919968  42336 4509660    0    0     0     0 13152 13279  2  0 98  0  0
18  0      0 155918976  42336 4509872    0    0     0     0 11671 12295  2  0 98  0  0
13  0      0 155917104  42336 4509884    0    0     0     0 12366 11770  2  0 97  0  0
10  0      0 155917232  42336 4509884    0    0     0     0 12187 11810  2  0 98  0  0
 2  0      0 155917856  42336 4509724    0    0     0     0 12248 13398  2  0 98  0  0
11  0      0 155915584  42344 4509716    0    0     0    40 11548 14137  2  0 98  0  0
 9  0      0 155917216  42344 4509716    0    0     0     0 12642 12917  2  0 98  0  0
30  0      0 155917216  42344 4509716    0    0     0     0 12496 11632  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
22  0      0 155916704  42344 4509716    0    0     0     0 12636 12260  2  0 97  0  0
67  0      0 155916192  42344 4509716    0    0     0     0 12282 11775  2  0 97  0  0
 0  0      0 155916064  42344 4510576    0    0     0     0 12502 12158  2  0 97  0  0
53  0      0 155915440  42352 4510080    0    0     0    40 12872 12773  2  0 98  0  0
 6  0      0 155912352  42352 4510148    0    0     0     0 12626 11551  2  0 97  0  0
11  0      0 155912496  42352 4510148    0    0     0    40 12399 11920  2  0 98  0  0
 9  0      0 155912496  42352 4510148    0    0     0     0 11208 13130  2  0 98  0  0
 9  0      0 155912496  42352 4510148    0    0     0     0 11490 14461  2  0 98  0  0
49  0      0 155913552  42368 4510460    0    0     0   108 12538 13190  2  0 98  0  0
16  0      0 155913392  42368 4510524    0    0     0     0 13153 11516  2  0 97  0  0
 5  0      0 155890208  42368 4510528    0    0     0    12 12567 12239  2  0 98  0  0
12  0      0 155852864  42368 4510528    0    0     0     0 11911 11430  2  0 98  0  0
20  0      0 155850096  42368 4510528    0    0     0     0 11313 11676  2  0 98  0  0
61  0      0 155845104  42376 4510516    0    0     0    52 12200 11825  2  0 97  0  0
17  0      0 155841744  42376 4510516    0    0     0     0 12474 11189  2  0 97  0  0
209  0      0 155841744  42376 4510516    0    0     0    56 13133 11357  2  0 97  0  0
 3  0      0 155842240  42376 4510516    0    0     0     0 11255 11723  2  0 98  0  0
 4  0      0 155842752  42376 4510516    0    0     0     0 11143 13583  2  0 98  0  0
114  0      0 155864416  42384 4510544    0    0     0    12 12167 12587  2  0 98  0  0
18  0      0 155867440  42384 4511296    0    0     0     0 12528 11591  2  0 97  0  0
22  0      0 155874496  42384 4512048    0    0     0     0 12949 13096  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
78  0      0 155890624  42384 4512068    0    0     0     0 12727 12273  2  0 97  0  0
 3  0      0 155898592  42384 4512380    0    0     0     0 12320 11827  2  0 98  0  0
44  0      0 155896784  42384 4512504    0    0     0     0 12532 12668  2  0 98  0  0
29  0      0 155894144  42384 4512560    0    0     0     0 13469 11877  2  0 97  0  0
 6  0      0 155894064  42384 4512572    0    0     0     0 12323 12127  2  0 98  0  0
 5  0      0 155894064  42384 4512572    0    0     0     0 11271 13348  2  0 98  0  0
 7  0      0 156008976  42384 4512572    0    0     0     0 12452 14365  2  0 98  0  0
67  0      0 156009360  42384 4512572    0    0     0     0 12940 12656  2  0 98  0  0
14  0      0 156010704  42392 4512968    0    0     0    48 12294 11756  2  0 97  0  0
43  0      0 156010832  42392 4513148    0    0     0     0 12862 11982  2  0 97  0  0
15  0      0 156010880  42392 4513240    0    0     0     0 12711 11907  2  0 97  0  0
 5  0      0 156009984  42392 4513628    0    0     0     0 12305 12621  2  0 97  0  0
23  0      0 156009360  42392 4513628    0    0     0     0 11093 11896  2  0 98  0  0
13  0      0 156005184  42392 4513624    0    0     0     0 13176 12464  2  0 97  0  0
 4  0      0 156005200  42392 4513624    0    0     0     0 12476 12627  2  0 98  0  0
 1  0      0 156005040  42400 4514140    0    0     0    40 11432 13351  2  0 98  0  0
 9  0      0 156005904  42400 4514032    0    0     0     0 11603 13950  2  0 98  0  0
83  0      0 156005920  42400 4514032    0    0     0     0 11333 11735  2  0 98  0  0
67  0      0 156005488  42400 4514032    0    0     0     0 13019 11754  2  0 97  0  0
24  0      0 156005488  42400 4514032    0    0     0     0 12698 12457  2  0 97  0  0
106  0      0 156004576  42400 4514432    0    0     0     0 12106 11771  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0      0 156003440  42400 4514768    0    0     0     0 12159 12586  2  0 98  0  0
27  0      0 156003408  42400 4514768    0    0     0     0 11330 12306  2  0 98  0  0
26  0      0 156000672  42400 4514768    0    0     0     0 13124 12233  2  0 97  0  0
 8  0      0 155998384  42400 4515384    0    0     0    12 13842 12405  2  0 97  0  0
10  0      0 155998528  42400 4515388    0    0     0     0 11358 13497  2  0 98  0  0
 8  0      0 155998448  42400 4515380    0    0     0     0 11650 14712  2  0 98  0  0
117  0      0 156000016  42400 4515400    0    0     0     0 12324 12279  2  0 98  0  0
14  0      0 155998592  42400 4515572    0    0     0     0 11906 11297  2  0 97  0  0
24  0      0 155998608  42408 4515564    0    0     0    60 12561 12270  2  0 97  0  0
12  0      0 155998608  42408 4515564    0    0     0     0 11957 11513  2  0 97  0  0
11  0      0 155997520  42408 4515564    0    0     0     0 12516 12636  2  0 98  0  0
26  0      0 155996928  42408 4515564    0    0     0     0 12544 12533  2  0 98  0  0
67  0      0 155994720  42408 4515564    0    0     0     0 11871 11008  2  0 97  0  0
64  0      0 155994720  42408 4515564    0    0     0    20 12263 11918  2  0 98  0  0
 0  0      0 155994128  42408 4515564    0    0     0     0 11903 13584  2  0 98  0  0
10  0      0 155994656  42416 4515556    0    0     0    44 11679 15047  2  0 98  0  0
56  0      0 155994464  42416 4515556    0    0     0     0 12793 12131  2  0 98  0  0
17  0      0 155995152  42416 4516664    0    0     0     0 12051 11446  2  0 97  0  0
13  0      0 155994912  42416 4516924    0    0     0     0 12439 11810  2  0 97  0  0
23  0      0 155994208  42416 4516940    0    0     0     0 12444 11622  2  0 97  0  0
 6  0      0 155994208  42416 4516940    0    0     0     0 12148 12747  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
66  0      0 155993200  42424 4516932    0    0     0    44 12702 12418  2  0 98  0  0
217  0      0 155991072  42424 4516932    0    0     0     0 12797 11512  2  0 97  0  0
25  0      0 155990528  42424 4516932    0    0     0     0 12100 12086  2  0 98  0  0
 1  0      0 155990528  42424 4517684    0    0     0     0 11464 13499  2  0 98  0  0
21  0      0 155991040  42424 4517684    0    0     0     0 11348 13911  2  0 98  0  0
104  0      0 155990336  42432 4518080    0    0     0    40 12958 12257  2  0 97  0  0
82  0      0 155989888  42432 4518272    0    0     0     0 11900 11285  2  0 97  0  0
15  0      0 155989904  42432 4518272    0    0     0     0 12364 11897  2  0 97  0  0
41  0      0 155989520  42432 4518268    0    0     0     0 12078 11468  2  0 98  0  0
 0  0      0 155988608  42432 4518268    0    0     0     0 12002 12768  2  0 98  0  0
24  0      0 155987888  42440 4518968    0    0     0    44 12974 12777  2  0 98  0  0
37  0      0 155984704  42440 4519148    0    0     0     0 12027 11652  2  0 97  0  0
 4  0      0 155978384  42440 4519228    0    0     0    12 11959 11651  2  0 98  0  0
16  0      0 155977168  42440 4519228    0    0     0     0 12134 12303  2  0 97  0  0
12  0      0 155977168  42440 4519228    0    0     0     0 11757 13297  2  0 98  0  0
14  0      0 155976672  42440 4519436    0    0     0     0 12809 12217  2  0 97  0  0
22  0      0 155975968  42448 4519568    0    0     0    44 12161 11410  2  0 97  0  0
17  0      0 155974864  42448 4519568    0    0     0    48 12815 11672  2  0 97  0  0
 8  0      0 155973184  42448 4519568    0    0     0     0 12102 11476  2  0 97  0  0
 5  0      0 155972704  42448 4519936    0    0     0     0 12110 12542  2  0 98  0  0
86  0      0 155971184  42448 4520304    0    0     0     0 11780 12341  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
149  0      0 155968704  42448 4520388    0    0     0     0 12964 11910  2  0 97  0  0
29  0      0 155968096  42448 4520696    0    0     0     8 12216 11907  2  0 98  0  0
 0  0      0 155968128  42448 4520696    0    0     0     0 11020 13342  2  0 98  0  0
22  0      0 155968464  42448 4520644    0    0     0     0 12353 14685  2  0 98  0  0
68  0      0 155967968  42448 4520740    0    0     0     0 12714 12247  2  0 98  0  0
 9  0      0 155967904  42448 4520804    0    0     0     0 12754 11406  2  0 97  0  0
206  0      0 155967616  42456 4520916    0    0     0    44 12487 11556  2  0 97  0  0
11  0      0 155967200  42456 4521240    0    0     0     0 12760 11756  2  0 97  0  0
 7  0      0 155966352  42456 4521556    0    0     0     0 12324 13038  2  0 98  0  0
45  0      0 155967600  42456 4521584    0    0     0     0 12004 12257  2  0 98  0  0
15  0      0 155964352  42456 4521804    0    0     0     0 12385 11633  2  0 98  0  0
 8  0      0 155964352  42456 4521804    0    0     0     0 12409 12511  2  0 98  0  0
 3  0      0 155964000  42456 4521804    0    0     0     0 11344 14233  2  0 98  0  0
82  0      0 155964000  42464 4521796    0    0     0    40 11759 14284  2  0 98  0  0
22  0      0 155964080  42464 4521796    0    0     0     0 12351 12342  2  0 97  0  0
12  0      0 155964240  42464 4522140    0    0     0     0 21612 22517  3  1 96  0  0
17  0      0 155964592  42464 4522180    0    0     0     0 13702 13188  2  0 97  0  0
106  0      0 155963968  42464 4522212    0    0     0     0 12259 11166  2  0 97  0  0
 7  0      0 155963440  42464 4522212    0    0     0     0 11793 12909  2  0 98  0  0
74  0      0 155962912  42464 4522212    0    0     0     0 12075 12094  2  0 97  0  0
28  0      0 155960224  42472 4523144    0    0     0    20 12387 11950  2  0 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0      0 155958688  42472 4523404    0    0     0     0 14112 13236  2  0 97  0  0
12  0      0 155960016  42472 4523432    0    0     0     0 11261 13739  2  0 98  0  0
80  0      0 155960416  42472 4523236    0    0     0     0 11703 14390  2  0 98  0  0
27  0      0 155960592  42472 4523244    0    0     0     0 12819 12675  2  0 97  0  0
61  0      0 155960592  42472 4523244    0    0     0     0 12119 11323  2  0 97  0  0
50  0      0 155960592  42472 4523244    0    0     0     0 12143 11732  2  0 97  0  0
14  0      0 155960096  42480 4523236    0    0     0    40 12020 11121  2  0 97  0  0
 5  0      0 155959552  42480 4523300    0    0     0     0 12602 13291  2  0 98  0  0
14  0      0 155958000  42480 4523300    0    0     0     0 11965 11545  2  0 97  0  0
10  0      0 155953504  42480 4524052    0    0     0     0 12413 11748  2  0 97  0  0
13  0      0 155953632  42480 4524052    0    0     0     0 12915 12800  2  0 97  0  0
 7  0      0 155953824  42480 4524804    0    0     0     0 11982 14399  2  0 98  0  0
31  0      0 155954368  42480 4524688    0    0     0     0 11597 14228  2  0 98  0  0
18  0      0 155954960  42488 4524764    0    0     0    44 13713 12668  2  0 98  0  0
21  0      0 155955440  42488 4524812    0    0     0     0 12108 11933  2  0 98  0  0
23  0      0 155955200  42488 4525052    0    0     0    24 12069 11148  2  0 97  0  0
59  0      0 155955072  42488 4525172    0    0     0     0 12500 11708  2  0 97  0  0
 6  0      0 155954160  42488 4525568    0    0     0     0 11943 12220  2  0 97  0  0
23  0      0 155953936  42496 4525860    0    0     0    52 12704 12100  2  0 97  0  0
 9  0      0 155951824  42496 4525940    0    0     0     0 13470 12262  2  0 97  0  0
11  0      0 155951600  42496 4526268    0    0     0     0 12432 12679  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
11  0      0 155953248  42496 4525800    0    0     0     0 11269 14519  2  0 98  0  0
41  0      0 155953968  42496 4525652    0    0     0     0 11712 14341  2  0 98  0  0
24  0      0 155954880  42504 4525688    0    0     0    40 12862 12763  2  0 98  0  0
14  0      0 155954400  42504 4525852    0    0     0     0 12365 10809  2  0 97  0  0
34  0      0 155954400  42504 4525852    0    0     0    12 13091 12414  2  0 98  0  0
28  0      0 155953328  42504 4525852    0    0     0     0 11630 11537  2  0 97  0  0
 9  0      0 155953328  42504 4525852    0    0     0     0 11953 12961  2  0 98  0  0
45  0      0 155952352  42512 4525844    0    0     0    40 13016 11919  2  0 97  0  0
56  0      0 155950240  42512 4525844    0    0     0     0 12362 11473  2  0 97  0  0
 9  0      0 155950240  42512 4525844    0    0     0     0 12698 12670  2  0 98  0  0
13  0      0 155951280  42512 4526972    0    0     0     0 11122 13265  2  0 98  0  0
26  0      0 155951920  42512 4526944    0    0     0     0 11567 13538  2  0 98  0  0
141  0      0 155951776  42512 4526944    0    0     0     0 11912 11379  2  0 98  0  0
19  0      0 155951776  42520 4526936    0    0     0    36 12402 11832  2  0 97  0  0
72  0      0 155951776  42520 4526936    0    0     0     0 12823 12319  2  0 97  0  0
20  0      0 155946336  42520 4526936    0    0     0     0 11862 11844  2  0 97  0  0
25  0      0 155941696  42520 4526936    0    0     0     0 11747 12048  2  0 97  0  0
